contact_id,season_year,tenure,percent_total_used,flash_profit_loss,renewed
8329675,2014-2015,3,0.860465116,0,
20724853,2014-2015,1,0,0,
12049022,2014-2015,1,0.941860465,0,
106869,2014-2015,19,0.76744186,0,
101347,2014-2015,19,0.848837209,0,
13749031,2014-2015,1,0.88372093,0,
121873,2014-2015,15,0.895348837,0,
9195446,2014-2015,3,0.860465116,0,
21062129,2014-2015,1,0.843023256,0,
154022,2014-2015,19,0.796511628,0,
135535,2014-2015,19,0.860465116,0,
17344023,2014-2015,1,0.552325581,0,
116417,2014-2015,19,0.877906977,0,
137053,2014-2015,19,0.88372093,0,
221859,2014-2015,12,0.88372093,0,
113920,2014-2015,19,0,0,
142146,2014-2015,17,0.976744186,0,
225995,2014-2015,12,0.581395349,0.116390877,
456434,2014-2015,9,0.848837209,0,
21101975,2014-2015,1,0.546511628,0.013565891,
249409,2014-2015,12,0.779069767,0,
458117,2014-2015,9,0.808139535,0,
149230,2014-2015,14,0.546511628,0,
147129,2014-2015,15,0.790697674,0,
1655416,2014-2015,5,0.715116279,-0.055079559,
21102683,2014-2015,1,0.75,0,
113304,2014-2015,19,0.988372093,0,
111588,2014-2015,19,0.825581395,0,
140243,2014-2015,18,0.912790698,0,
1569940,2014-2015,6,0.906976744,0,
8294033,2014-2015,3,0.093023256,0.037924866,
21102391,2014-2015,1,0.790697674,0,
9356430,2014-2015,2,0.825581395,0,
118760,2014-2015,19,0,0,
1800810,2014-2015,4,0.802325581,0,
123391,2014-2015,19,0.86627907,0,
151391,2014-2015,19,0.88372093,0,
108002,2014-2015,19,0.854651163,0,
306811,2014-2015,11,0.843023256,0,
22135321,2014-2015,1,0.771317829,0,
9328208,2014-2015,2,0.348837209,0.025760286,
21101653,2014-2015,1,0.534883721,0,
1714554,2014-2015,5,0.779069767,0,
448704,2014-2015,9,0.930232558,0,
121422,2014-2015,19,0.813953488,0,
9211998,2014-2015,3,0.430232558,0.106821705,
457044,2014-2015,9,0.88372093,0,
121257,2014-2015,19,0.848837209,0,
1847787,2014-2015,4,0.825581395,0,
3952630,2014-2015,8,0.61627907,0,
2312102,2014-2015,4,0.662790698,0,
1696121,2014-2015,5,0.505813953,0,
8134619,2014-2015,5,0.819767442,0,
107837,2014-2015,19,0.674418605,0,
1604409,2014-2015,6,0.738372093,-0.018410853,
157168,2014-2015,14,0.813953488,0,
4813089,2014-2015,7,0.872093023,0,
1558772,2014-2015,6,0.779069767,0,
21082040,2014-2015,1,0.837209302,0,
126603,2014-2015,18,0.784883721,0,
423301,2014-2015,10,0.023255814,0.006976744,
21127350,2014-2015,1,0.75,0,
105142,2014-2015,19,0.627906977,0,
12029023,2014-2015,1,0.936046512,0,
109938,2014-2015,19,0.837209302,0,
3944918,2014-2015,8,0.906976744,0,
457333,2014-2015,9,0.970930233,0,
1688667,2014-2015,5,0.953488372,0.029302326,
2423274,2014-2015,4,0.651162791,0,
126845,2014-2015,18,0.843023256,0,
101897,2014-2015,19,0.697674419,0,
1748641,2014-2015,5,0.75,0,
1702950,2014-2015,5,0.918604651,0,
426106,2014-2015,10,0.85755814,0,
105021,2014-2015,19,0.813953488,0,
4771063,2014-2015,7,0.825581395,0,
20574961,2014-2015,1,0.744186047,0,
7874010,2014-2015,3,0,0,
4808584,2014-2015,7,0.523255814,0,
4814582,2014-2015,7,0.837209302,0,
114756,2014-2015,19,0.854651163,0,
2435084,2014-2015,4,1,0,
19154043,2014-2015,1,0,0,
211574,2014-2015,12,0.88372093,0,
21089917,2014-2015,1,0.825581395,0.051878354,
1899772,2014-2015,4,0.802325581,0,
131817,2014-2015,16,0.790697674,0,
101974,2014-2015,19,0,0,
17944054,2014-2015,1,0.825581395,0,
108761,2014-2015,19,0.779069767,0,
140584,2014-2015,19,0.465116279,0,
137977,2014-2015,19,0.651162791,0,
146436,2014-2015,15,0.88372093,0,
145974,2014-2015,15,0.837209302,0,
161784,2014-2015,19,0.88372093,0,
9287516,2014-2015,2,0,0,
273631,2014-2015,11,0.790697674,0,
133214,2014-2015,19,0.965116279,0,
117627,2014-2015,19,0,0,
2289754,2014-2015,4,0.680232558,0,
9227523,2014-2015,3,0.930232558,0,
21090094,2014-2015,1,0.325581395,0.235553206,
20996151,2014-2015,1,0.829457364,-0.051864157,
248526,2014-2015,12,0.73255814,0,
158539,2014-2015,19,0.755813953,0,
102887,2014-2015,19,0.76744186,0,
217602,2014-2015,12,0.802325581,0,
21107069,2014-2015,1,0.953488372,0,
9188725,2014-2015,3,0.848837209,0,
20585013,2014-2015,1,0.848837209,0.260526779,
1500754,2014-2015,7,0.302325581,0.109496124,
129298,2014-2015,18,0.813953488,0,
126317,2014-2015,18,0.941860465,0,
103800,2014-2015,19,0.76744186,0,
8164863,2014-2015,5,0.720930233,0,
135887,2014-2015,19,0.848837209,0,
9199149,2014-2015,3,0.837209302,0,
489468,2014-2015,8,0.837209302,0,
117814,2014-2015,19,0.872093023,0,
1559088,2014-2015,6,0.697674419,0,
130442,2014-2015,16,0.930232558,0,
8158659,2014-2015,5,0.906976744,0,
16474035,2014-2015,1,0.930232558,0,
21049242,2014-2015,1,0.918604651,0,
9228782,2014-2015,3,0.813953488,0,
136305,2014-2015,19,0.825581395,0,
140925,2014-2015,17,0.930232558,0,
9182777,2014-2015,3,0.76744186,0,
286971,2014-2015,11,0.965116279,0,
109344,2014-2015,19,0.895348837,0,
9408637,2014-2015,2,0.843023256,0,
215919,2014-2015,12,0.488372093,-0.120572451,
124062,2014-2015,19,0.953488372,0,
115779,2014-2015,19,0,0,
221023,2014-2015,12,0.976744186,0,
1594734,2014-2015,6,0.918604651,0,
21100026,2014-2015,1,0.860465116,0.005813953,
129375,2014-2015,18,0.069767442,-0.015780731,
135018,2014-2015,19,0.976744186,0,
135172,2014-2015,19,0.88372093,0,
141596,2014-2015,17,0.720930233,0,
344879,2014-2015,10,0,0,
235408,2014-2015,12,0.744186047,0,
1742377,2014-2015,5,0.848837209,0,
111808,2014-2015,19,0.837209302,0,
139187,2014-2015,19,0,0,
126768,2014-2015,18,0.860465116,0,
2406844,2014-2015,4,0,0,
1055888,2014-2015,7,0.941860465,0,
21100452,2014-2015,1,0.186046512,0,
21065536,2014-2015,1,0.744186047,0.03059034,
11179429,2014-2015,2,0.860465116,-0.037306202,
2377686,2014-2015,4,0,0,
7097386,2014-2015,6,0.825581395,0,
121598,2014-2015,19,0.976744186,0,
126812,2014-2015,8,0.639534884,0,
135920,2014-2015,19,0.418604651,0,
492215,2014-2015,8,0.779069767,0,
9264186,2014-2015,2,0.941860465,0,
115493,2014-2015,19,0.88372093,0,
134952,2014-2015,19,0.976744186,0,
131256,2014-2015,15,0.872093023,0,
110389,2014-2015,19,1,0,
9183990,2014-2015,3,0.465116279,0.047921071,
100632,2014-2015,19,0.802325581,0,
136778,2014-2015,19,0.918604651,0,
100555,2014-2015,19,0.651162791,0,
1725370,2014-2015,5,0.046511628,0,
1504913,2014-2015,7,0.825581395,0.056622851,
21115367,2014-2015,1,0,0,
21540055,2014-2015,1,0.872093023,0,
21112920,2014-2015,1,0.88372093,0,
2271690,2014-2015,8,0.634146341,0,
1692408,2014-2015,5,0.790697674,0,
2390482,2014-2015,1,0,0,
9273991,2014-2015,2,0.093023256,0.004895961,
2769055,2014-2015,4,0.23255814,0,
21069327,2014-2015,1,0.23255814,-0.066948555,
9217167,2014-2015,3,0.209302326,0.219256519,
10909437,2014-2015,2,0.11627907,0.011451727,
3074016,2014-2015,3,0.860465116,0.094247246,
8819111,2014-2015,3,0.674418605,0,
9175673,2014-2015,3,0.651162791,0,
19329030,2014-2015,1,0.627906977,0,
24029931,2014-2015,1,0.68125,0,
2388406,2014-2015,4,0.268292683,-0.118715779,
21874851,2014-2015,1,0.872093023,0,
9285081,2014-2015,2,0.773255814,0,
14394172,2014-2015,1,0.848837209,-0.001788909,
20983706,2014-2015,1,0.9625,0,
1749405,2014-2015,5,0.941860465,0,
6124151,2014-2015,3,0.901162791,-0.012522361,
15579059,2014-2015,1,0.912790698,0,
15704071,2014-2015,1,0.906976744,0.001788909,
107265,2014-2015,19,0.813953488,0,
2007551,2014-2015,15,0.953488372,0,
219241,2014-2015,12,0.587209302,0,
124183,2014-2015,19,0.895348837,0,
473041,2014-2015,9,0.775,0,
1971799,2014-2015,4,0.651162791,0,
9293112,2014-2015,2,0.43902439,0,
1639844,2014-2015,5,0,0,
12694049,2014-2015,1,0,0,
9180240,2014-2015,3,0.837209302,-0.029334038,
21091596,2014-2015,1,0.930232558,0,
21066232,2014-2015,1,0.11627907,0,
7566539,2014-2015,5,0.88372093,-0.048225214,
1720125,2014-2015,5,0.837209302,0,
128946,2014-2015,18,0.127906977,0,
9397573,2014-2015,2,0.953488372,0,
21032801,2014-2015,1,0.837209302,0,
1653876,2014-2015,5,0.930232558,0,
2363504,2014-2015,4,0.895348837,0,
19329108,2014-2015,1,0.395348837,-0.033989267,
8332870,2014-2015,3,0.093023256,0,
1635339,2014-2015,5,0,0,
8338953,2014-2015,3,0.76744186,0,
2315743,2014-2015,4,0.825581395,0,
21070631,2014-2015,1,0.825581395,0,
1609309,2014-2015,6,0.186046512,-0.047584973,
21085989,2014-2015,1,0.023255814,0,
7041418,2014-2015,6,0.88372093,0,
125712,2014-2015,18,0.662790698,0,
105131,2014-2015,19,0.848837209,0,
114327,2014-2015,19,0.709302326,0,
113073,2014-2015,19,0.395348837,0,
9274686,2014-2015,2,0.593023256,0,
100225,2014-2015,19,0.930232558,0,
9354812,2014-2015,2,0.569767442,0.009513742,
1830296,2014-2015,4,0.38372093,0,
20985452,2014-2015,1,0,0,
142289,2014-2015,17,0.790697674,0,
122962,2014-2015,19,0.837209302,0,
116109,2014-2015,19,0.808139535,0,
1900226,2014-2015,4,0.709302326,-0.065891473,
134754,2014-2015,19,0.976744186,0,
103217,2014-2015,19,0.76744186,0,
214434,2014-2015,12,0.88372093,0,
489294,2014-2015,8,0.755813953,0,
102315,2014-2015,19,0.889534884,0,
137020,2014-2015,19,0.906976744,0,
291997,2014-2015,11,0,0,
21075366,2014-2015,1,0.895348837,0,
220825,2014-2015,12,0.325581395,0,
20395075,2014-2015,1,0.910852713,0,
121081,2014-2015,19,0.825581395,0,
1643513,2014-2015,5,0.988372093,0,
486241,2014-2015,8,0.802325581,0,
106495,2014-2015,19,0.75,0,
4044842,2014-2015,7,0.825581395,0,
216744,2014-2015,12,0.790697674,0.007123402,
135139,2014-2015,19,0.918604651,0,
101061,2014-2015,19,0.889534884,0,
7152678,2014-2015,6,0.813953488,0,
21123463,2014-2015,1,0.825581395,-0.030103359,
128022,2014-2015,19,0.796511628,0,
1769238,2014-2015,5,0.790697674,0,
1753990,2014-2015,5,0,0,
10984011,2014-2015,2,0.941860465,0,
107045,2014-2015,19,0.715116279,0,
130046,2014-2015,1,0,0,
2648983,2014-2015,4,0.947674419,0,
116274,2014-2015,19,0.901162791,0,
7097535,2014-2015,6,0.76744186,0,
21090948,2014-2015,1,0.720930233,0,
1625409,2014-2015,5,0.831395349,0,
116824,2014-2015,19,0.610465116,0,
15644045,2014-2015,1,0.779069767,0.003577818,
123666,2014-2015,19,0.837209302,0,
1702657,2014-2015,5,0.88372093,0,
21102891,2014-2015,1,0.790697674,0,
117550,2014-2015,19,0.906976744,0,
309666,2014-2015,11,0.26744186,-0.021940024,
1745209,2014-2015,5,0,0,
21099956,2014-2015,1,0,0,
4904048,2014-2015,3,0.046511628,0,
8323542,2014-2015,3,0.872093023,0,
2383307,2014-2015,4,0.209302326,0.02254025,
9368009,2014-2015,2,0.88372093,0,
449835,2014-2015,9,0.697674419,0,
13704127,2014-2015,1,0.808139535,0,
243147,2014-2015,12,0,0,
4044784,2014-2015,7,0.953488372,0,
8325333,2014-2015,3,0.808139535,0,
128605,2014-2015,17,0.563953488,0.039657368,
1683071,2014-2015,5,0.831395349,0,
1727216,2014-2015,5,0.848837209,0,
9234141,2014-2015,3,0.872093023,0,
134798,2014-2015,19,0.720930233,0,
2301463,2014-2015,4,0.790697674,0,
12264097,2014-2015,1,0.76744186,0,
145248,2014-2015,15,0.819767442,0,
134039,2014-2015,19,0.906976744,0,
1685857,2014-2015,5,0.703488372,0,
1771283,2014-2015,5,0.674418605,0,
4770743,2014-2015,7,0.773255814,0,
311019,2014-2015,1,0,0,
19629013,2014-2015,1,0.656976744,0,
111060,2014-2015,19,0.023255814,0,
115240,2014-2015,19,0.813953488,0,
136569,2014-2015,19,0.88372093,0,
9408230,2014-2015,2,0.720930233,0,
1560273,2014-2015,6,0.976744186,0,
213829,2014-2015,12,0.813953488,0,
107584,2014-2015,19,0.906976744,0,
488353,2014-2015,8,0.813953488,0,
9345001,2014-2015,2,0.976744186,0,
1518103,2014-2015,7,0.808139535,0,
13764239,2014-2015,1,0.796511628,0,
121576,2014-2015,19,0.773255814,0,
107276,2014-2015,19,0.73255814,0,
136833,2014-2015,19,0.668604651,0,
456954,2014-2015,9,0.825581395,0,
107397,2014-2015,19,0.860465116,0,
147338,2014-2015,15,0.453488372,0,
144654,2014-2015,15,0.691860465,0,
482083,2014-2015,8,0.941860465,0,
9184122,2014-2015,3,0.01744186,0.01431127,
488627,2014-2015,8,0.534883721,0,
362574,2014-2015,10,0.88372093,0,
13533997,2014-2015,1,0.372093023,0,
21086038,2014-2015,1,0.930555556,0,
2344282,2014-2015,4,0.713178295,0,
305003,2014-2015,11,0.895348837,0,
1690184,2014-2015,5,0.860465116,0,
100346,2014-2015,19,0.88372093,0,
123303,2014-2015,19,0.76744186,0,
115834,2014-2015,19,0.918604651,0,
101336,2014-2015,19,0.936046512,0,
254136,2014-2015,12,0.81627907,0,
9410577,2014-2015,2,0.5,0.010733453,
9269763,2014-2015,2,0.837209302,0,
18304096,2014-2015,1,0.927325581,-0.001584259,
105879,2014-2015,19,0.895348837,0,
450163,2014-2015,9,0.86627907,0,
7437756,2014-2015,6,0.918604651,0,
214379,2014-2015,12,0.825581395,0,
21102137,2014-2015,1,0.819767442,0,
137999,2014-2015,19,0.720930233,0,
140001,2014-2015,18,0.639534884,0,
101435,2014-2015,19,0.930232558,0,
2489197,2014-2015,4,0.779069767,0,
9186816,2014-2015,3,0.662790698,0,
20730077,2014-2015,1,0.965116279,-0.00236136,
21096043,2014-2015,1,0.790697674,0,
21099824,2014-2015,1,0.674418605,0.01431127,
8336249,2014-2015,3,0.656976744,0,
1676301,2014-2015,5,0.794573643,0,
135183,2014-2015,19,0.848837209,-0.011627907,
21020923,2014-2015,1,0.124031008,-0.028284098,
21309918,2014-2015,1,0,0,
4771485,2014-2015,7,0.88372093,0,
9029037,2014-2015,3,0.398148148,0,
2015419,2014-2015,4,0.023255814,0.003577818,
453381,2014-2015,9,0.406976744,0,
9364125,2014-2015,2,0.837209302,0,
120223,2014-2015,19,0.813953488,0,
5228963,2014-2015,3,0.825581395,0,
138307,2014-2015,19,0.796511628,0,
14709081,2014-2015,1,0.331395349,0.045527728,
115988,2014-2015,19,0.895348837,0,
2381460,2014-2015,4,0.930232558,0,
143554,2014-2015,15,0.879844961,0,
147514,2014-2015,15,0.877906977,0,
5361618,2014-2015,7,0.662790698,0,
9190234,2014-2015,3,0.76744186,0,
21077222,2014-2015,1,0.593023256,-0.139355993,
444216,2014-2015,9,0.284883721,0,
100610,2014-2015,19,0.651162791,0,
100093,2014-2015,19,0.918604651,0,
1699972,2014-2015,5,0.860465116,0,
446708,2014-2015,9,0.808139535,0,
21060021,2014-2015,1,0,0,
1792384,2014-2015,4,0.744186047,0.039534884,
122522,2014-2015,19,0.813953488,0,
464453,2014-2015,9,0.680232558,0,
1712552,2014-2015,5,0.279069767,-0.033452594,
123259,2014-2015,19,0.162790698,-0.008944544,
1708674,2014-2015,5,0.593023256,0,
21006699,2014-2015,1,0.755813953,0,
21539926,2014-2015,1,0.069767442,0,
2347876,2014-2015,4,0.941860465,0,
24149925,2014-2015,1,0.4625,0.230263158,
1563056,2014-2015,6,0.731707317,0,
1727143,2014-2015,5,0.906976744,0,
21002860,2014-2015,1,0.837209302,0,
1656019,2014-2015,5,0.88372093,-0.012919897,
1722399,2014-2015,5,0,0,
1558977,2014-2015,6,0.906976744,-0.061046512,
300467,2014-2015,11,0.720930233,-0.043604651,
1558486,2014-2015,6,0.976744186,0,
22740037,2014-2015,1,0.819767442,0,
1691163,2014-2015,5,0.511627907,-0.018604651,
1500337,2014-2015,8,0.93125,0,
23794857,2014-2015,1,0,0,
21122648,2014-2015,1,0.895348837,0,
23964863,2014-2015,1,0.230769231,0,
2863980,2014-2015,4,0.23255814,-0.051162791,
23134860,2014-2015,1,0.843023256,0,
12384110,2014-2015,1,0.848837209,-0.002236136,
7124719,2014-2015,6,0.023255814,0,
112050,2014-2015,19,0.88372093,0,
9276313,2014-2015,2,0.744186047,0,
148779,2014-2015,14,0.854651163,0,
136536,2014-2015,19,0.860465116,0,
1796230,2014-2015,4,0.930232558,0,
4814822,2014-2015,7,0.575581395,0,
4758599,2014-2015,7,0.73255814,0,
5889204,2014-2015,3,0.151162791,-0.038340666,
362707,2014-2015,10,0.895348837,0,
148108,2014-2015,15,0.569767442,0,
7152652,2014-2015,6,0.697674419,0,
18719008,2014-2015,1,0.860465116,0,
22979858,2014-2015,1,0.802325581,0.219933555,
7152892,2014-2015,6,0,0,
153373,2014-2015,19,0.558139535,0,
143664,2014-2015,15,0.843023256,0,
214511,2014-2015,12,0.651162791,0,
144544,2014-2015,15,0.941860465,0,
20985445,2014-2015,1,0.930232558,0,
1705701,2014-2015,5,0.837209302,0.189922481,
126240,2014-2015,18,0.895348837,0,
6874438,2014-2015,6,0.779069767,0,
110521,2014-2015,19,0.709302326,0,
330431,2014-2015,11,0,0,
12029091,2014-2015,1,0.465116279,0.138477801,
123083,2014-2015,19,0.813953488,0,
3119071,2014-2015,3,0.813953488,-0.03435518,
4604026,2014-2015,3,0.88372093,0,
213169,2014-2015,12,0.73255814,0,
17038996,2014-2015,1,0.88372093,0,
107936,2014-2015,19,0.720930233,0,
20184919,2014-2015,1,0.930232558,0,
131916,2014-2015,17,0.73255814,0,
127065,2014-2015,18,0.662790698,0,
140804,2014-2015,19,0.697674419,0,
125107,2014-2015,18,0.023255814,-0.007155635,
112347,2014-2015,19,0.558139535,-0.056171735,
2679132,2014-2015,4,0.848837209,0,
5139132,2014-2015,7,0.697674419,0,
1778550,2014-2015,5,1,0,
9252303,2014-2015,3,0.738372093,0.094520789,
396311,2014-2015,7,0.918604651,0,
20991649,2014-2015,1,0.941860465,0,
129309,2014-2015,18,0.802325581,0,
110081,2014-2015,19,0.720930233,-0.025939177,
212146,2014-2015,12,0.686046512,0,
17224038,2014-2015,1,0.779069767,0,
1853159,2014-2015,4,0,0,
1688645,2014-2015,5,0.662790698,-0.018962433,
7097774,2014-2015,6,0.627906977,0,
11994025,2014-2015,1,0.476744186,0,
21300038,2014-2015,1,0.61627907,0.173009161,
21102939,2014-2015,1,0.174418605,0,
23394882,2014-2015,1,0.802325581,0,
126702,2014-2015,18,0.953488372,0,
439943,2014-2015,9,0.825581395,0,
132895,2014-2015,15,0,0,
2310058,2014-2015,4,0.860465116,0,
113931,2014-2015,19,0.813953488,0,
19814000,2014-2015,1,0.813953488,0.05162086,
5636472,2014-2015,6,0.860465116,0,
6883472,2014-2015,6,0.802325581,0.033047736,
106913,2014-2015,19,0.023255814,0,
135942,2014-2015,19,0.558139535,0,
149747,2014-2015,15,0.755813953,0,
9176341,2014-2015,3,0.627906977,0.028365046,
1731496,2014-2015,5,0.395348837,0,
9323068,2014-2015,2,0.139534884,-0.033047736,
136426,2014-2015,19,0.872093023,0,
141673,2014-2015,15,0.76744186,0,
127153,2014-2015,18,0,0,
128638,2014-2015,17,0.709302326,0,
138351,2014-2015,17,0.779069767,0,
2304928,2014-2015,4,0.76744186,-0.006166314,
155100,2014-2015,18,0.755813953,0,
138010,2014-2015,19,0.802325581,-0.018826135,
1950476,2014-2015,4,0.744186047,0.093635251,
1870395,2014-2015,4,0.891472868,-0.057111727,
103118,2014-2015,19,0.76744186,0,
21095838,2014-2015,1,0.813953488,0,
1554189,2014-2015,6,0.023255814,0,
456079,2014-2015,7,0.534883721,0,
104548,2014-2015,19,0.790697674,0,
8170761,2014-2015,6,0.552325581,0.002810078,
123435,2014-2015,19,0.76744186,0,
106803,2014-2015,19,0.796511628,0,
483321,2014-2015,8,0.813953488,0,
4044800,2014-2015,7,0.813953488,0,
21108244,2014-2015,1,0.965116279,0,
9180415,2014-2015,3,0.720930233,0,
23934876,2014-2015,1,0.658536585,0.049756938,
2299253,2014-2015,4,0.906976744,0,
9242082,2014-2015,3,0.831395349,0,
1789926,2014-2015,4,0,0,
21123152,2014-2015,1,0.856589147,0,
162004,2014-2015,16,0.430232558,0,
373688,2014-2015,10,0.953488372,0,
146678,2014-2015,15,0.88372093,0,
21043406,2014-2015,1,0.880813953,0,
16259067,2014-2015,1,0.790697674,-0.030655391,
21121507,2014-2015,1,0.337209302,0.142838266,
134435,2014-2015,19,0.976744186,0,
125239,2014-2015,18,0.848837209,0,
4769547,2014-2015,7,0.88372093,0,
219868,2014-2015,12,0.738372093,0,
19364056,2014-2015,1,0.023255814,0.003171247,
20399988,2014-2015,1,0.863372093,-0.000808397,
9189453,2014-2015,3,0.976744186,0,
4814731,2014-2015,7,0.697674419,0,
120707,2014-2015,19,0.639534884,0,
106847,2014-2015,19,0.872093023,0,
9212324,2014-2015,3,0.755813953,0,
105835,2014-2015,19,0.918604651,0,
7888693,2014-2015,5,0.941860465,0,
118012,2014-2015,19,0.953488372,0,
363127,2014-2015,10,0.627906977,0,
110532,2014-2015,19,0,0,
19759135,2014-2015,1,0.813953488,0,
12089092,2014-2015,1,0.372093023,0,
21101211,2014-2015,1,0.813953488,0,
110246,2014-2015,19,0.720930233,0,
21102202,2014-2015,1,0.879069767,0,
102117,2014-2015,19,0.918604651,0,
21072003,2014-2015,1,0.720930233,0.149552773,
3694103,2014-2015,3,0,0,
1578539,2014-2015,6,0.918604651,-0.168226744,
15669059,2014-2015,1,0.76744186,0,
21107018,2014-2015,1,0.953488372,0,
129694,2014-2015,17,0.372093023,0,
135304,2014-2015,19,0.697674419,0,
21069217,2014-2015,1,0,0,
21064858,2014-2015,1,0.139534884,0.019027484,
14824090,2014-2015,1,0.674418605,0.028585271,
4083988,2014-2015,3,0.837209302,0,
134061,2014-2015,19,0.965116279,0,
112259,2014-2015,19,0.825581395,0,
12024418,2014-2015,1,0.906976744,0.031823745,
2007529,2014-2015,15,0.906976744,0,
126900,2014-2015,18,0.581395349,0,
116670,2014-2015,19,0,0,
18058997,2014-2015,1,0.831395349,0,
141739,2014-2015,19,0.674418605,0,
137438,2014-2015,19,0,0,
21103196,2014-2015,1,0.744186047,0.139779682,
21074946,2014-2015,1,0.642857143,0,
1965691,2014-2015,4,0.73255814,0,
6812552,2014-2015,6,0.418604651,0,
1846988,2014-2015,4,0.895348837,0,
21103548,2014-2015,1,0.947674419,0,
9385967,2014-2015,2,0.755813953,0,
21063921,2014-2015,1,0.930232558,0,
10409219,2014-2015,2,0.790697674,0,
9382433,2014-2015,2,0.790697674,0,
218130,2014-2015,12,0.790697674,0,
115218,2014-2015,19,0.860465116,0,
123688,2014-2015,19,0.953488372,0,
1808609,2014-2015,4,0.872093023,0,
5636464,2014-2015,6,0.906976744,0,
136162,2014-2015,19,1,0,
477208,2014-2015,8,0.76744186,0,
115900,2014-2015,19,0,0,
21094268,2014-2015,1,0.73255814,0,
12024441,2014-2015,1,0.395348837,0,
1537815,2014-2015,7,0.558139535,-0.013474957,
2399159,2014-2015,4,0.26744186,-0.016100179,
2448686,2014-2015,4,0.609756098,0.12195122,
1680076,2014-2015,5,0.848837209,-0.012522361,
21009546,2014-2015,1,0.888372093,0,
11634135,2014-2015,1,0.860465116,0,
2421846,2014-2015,4,0,0,
9239498,2015-2016,,0.860465116,-0.000715564,
19454071,2015-2016,,0.627906977,-0.192133468,
1740091,2015-2016,,0.612403101,0,
18094028,2015-2016,,0.360465116,-0.002683363,
100313,2015-2016,,0.80620155,0,
21067860,2015-2016,,0.937984496,0,
141112,2015-2016,,0.290697674,0,
21075711,2015-2016,,0.441860465,0.059196617,
1793104,2015-2016,,0.418604651,-0.019027484,
131850,2015-2016,,0.872093023,0,
9182719,2015-2016,,0.96124031,0,
4759415,2015-2016,,0.651162791,0,
8076174,2015-2016,,0.651162791,0.005366726,
8239001,2015-2016,,0.627906977,0,
125415,2015-2016,,0,0,
2301069,2015-2016,,0.828488372,0,
258376,2015-2016,,0.848837209,0,
105945,2015-2016,,0.941860465,0,
134721,2015-2016,,0.802325581,0,
9257996,2015-2016,,0.476744186,0,
356741,2015-2016,,0.61627907,0,
133896,2015-2016,,0.802325581,0,
108970,2015-2016,,0.641860465,0,
1689855,2015-2016,,0.895348837,0,
1659086,2015-2016,,0.476744186,0,
306571,2015-2016,,0.831395349,0,
447805,2015-2016,,0.802325581,0,
13369003,2015-2016,,0.337209302,0.017889088,
211508,2015-2016,,0.959302326,0,
111786,2015-2016,,0.744186047,0,
4771881,2015-2016,,0.728682171,0,
176447,2015-2016,,0.674418605,0,
137306,2015-2016,,0.372093023,0,
136855,2015-2016,,0.941860465,0,
141167,2015-2016,,0.302325581,0,
120740,2015-2016,,0.860465116,0,
100159,2015-2016,,0.848837209,0,
430322,2015-2016,,0.831395349,0,
141937,2015-2016,,0.86627907,0,
107023,2015-2016,,0.799003322,0,
130904,2015-2016,,0.88372093,0.053667263,
127835,2015-2016,,0.73255814,0.013918252,
1707508,2015-2016,,0.348837209,0,
122467,2015-2016,,0.872093023,0,
21124508,2015-2016,,0.76744186,-0.002114165,
2402725,2015-2016,,0.906976744,0,
2323362,2015-2016,,0.802325581,-0.00845666,
139110,2015-2016,,0.773255814,0,
118683,2015-2016,,0.337209302,-0.003033367,
1799979,2015-2016,,0.953488372,0.353846154,
1651988,2015-2016,,0.889534884,-0.087917088,
107848,2015-2016,,0.784883721,0,
104460,2015-2016,,0.930232558,0,
9340146,2015-2016,,0.953488372,0,
103811,2015-2016,,0.813953488,0,
135865,2015-2016,,0.976744186,0,
115460,2015-2016,,0.779069767,0,
224895,2015-2016,,0.831395349,-0.03667263,
2349164,2015-2016,,0.906976744,0,
134622,2015-2016,,0.453488372,0.043340381,
141200,2015-2016,,0.662790698,-0.040408395,
7518975,2015-2016,,0.790697674,0.066807611,
21105298,2015-2016,,0.441860465,0.007864693,
141662,2015-2016,,0.889534884,0,
115768,2015-2016,,0.325581395,0,
121037,2015-2016,,0.895348837,0,
123501,2015-2016,,0.84496124,0,
16594090,2015-2016,,0.895348837,0,
1692634,2015-2016,,0.848837209,0,
126075,2015-2016,,0.744186047,0.006765328,
5030982,2015-2016,,0.906976744,-0.106131078,
119684,2015-2016,,0.73255814,0,
1720740,2015-2016,,0.872093023,0,
120839,2015-2016,,0.674418605,0,
224620,2015-2016,,0.73255814,0,
1690754,2015-2016,,0.73255814,-0.038103757,
214918,2015-2016,,1,0,
157256,2015-2016,,0.86627907,0,
105483,2015-2016,,0.534883721,0,
135084,2015-2016,,0.860465116,0,
482786,2015-2016,,0.38372093,0,
138252,2015-2016,,0.837209302,0,
108167,2015-2016,,0.918604651,0,
12229108,2015-2016,,0.837209302,0,
2549250,2015-2016,,0.779069767,0,
117649,2015-2016,,0.837209302,0,
13439277,2015-2016,,0.790697674,0,
1572490,2015-2016,,0.872093023,0,
20983688,2015-2016,,0.684210526,0.07841752,
1709243,2015-2016,,0.569767442,-0.149941273,
137141,2015-2016,,0.901162791,0,
23604872,2015-2016,,0.860465116,0,
149780,2015-2016,,0.511627907,0,
9308421,2015-2016,,0.465116279,0.038054968,
123105,2015-2016,,0.255813953,0,
485623,2015-2016,,0.912790698,0,
6778399,2015-2016,,1,0,
