contact_id,season_year,tenure,percent_total_used,flash_profit_loss,renewed
12898989,2015-2016,,1,0,
3074016,2015-2016,,0.651162791,0.028151775,
1688701,2015-2016,,0.38372093,0.102815177,
25479898,2015-2016,,0.627906977,0.208323133,
9189453,2015-2016,,0.593023256,0.020195838,
20990527,2015-2016,,0.930232558,0,
23334866,2015-2016,,0.848837209,0,
12234093,2015-2016,,0.895348837,0,
13413998,2015-2016,,0.713178295,0.037943696,
9206328,2015-2016,,0.744186047,0.311505508,
1552284,2015-2016,,0.848837209,0,
21087842,2015-2016,,0.418604651,0.034883721,
23934866,2015-2016,,0.418604651,-0.022031824,
9175673,2015-2016,,0.709302326,0,
9425642,2015-2016,,0.744186047,0.018139535,
9343297,2015-2016,,0.953488372,0,
29619879,2015-2016,,0.372093023,-0.032668882,
19459371,2015-2016,,0.465116279,0,
9410310,2015-2016,,0.418604651,-0.003875969,
36795077,2015-2016,,0.858695652,0,
9175445,2015-2016,,0.829457364,0.02121583,
489468,2015-2016,,0.813953488,0,
1748689,2015-2016,,0.744186047,0,
33859936,2015-2016,,0.604651163,0,
1757845,2015-2016,,0.953488372,0,
21102024,2015-2016,,0.802325581,0,
28390021,2015-2016,,0.965116279,0,
2284422,2015-2016,,0.627906977,0,
33199955,2015-2016,,0.755813953,0,
20990166,2015-2016,,0.837209302,0.102815177,
34719857,2015-2016,,0.275,0,
9023970,2015-2016,,0.697674419,0,
134963,2015-2016,,0.651162791,0,
1970912,2015-2016,,0.395348837,0,
8723971,2015-2016,,0.686046512,0.108006867,
1856354,2015-2016,,0.523255814,0,
7152892,2015-2016,,0.313953488,0,
23219855,2015-2016,,0.409090909,-0.006993007,
6083985,2015-2016,,0.872093023,0,
9398445,2015-2016,,0.372093023,-0.038400454,
4904048,2015-2016,,0.418604651,0,
31539865,2015-2016,,0.906976744,0,
1505879,2015-2016,,1,0,
4024233,2015-2016,,0.348837209,0.007960044,
5023962,2015-2016,,0.95,0.232307692,
4758680,2015-2016,,0.755813953,0,
1763741,2015-2016,,0.395348837,0,
104548,2015-2016,,0.627906977,0,
21089310,2015-2016,,0.790697674,0,
34094996,2015-2016,,0.627906977,0,
373688,2015-2016,,0.918604651,0,
1721828,2015-2016,,0.604651163,0.033088809,
4603954,2015-2016,,0.75,0,
9343436,2015-2016,,0.372093023,0.030123303,
147261,2015-2016,,0.790697674,0,
115900,2015-2016,,0.302325581,0,
26875015,2015-2016,,0.869767442,0,
27675329,2015-2016,,0.488372093,0.037943696,
2421577,2015-2016,,0.895348837,0,
1554189,2015-2016,,0.372093023,0,
31994909,2015-2016,,0.755813953,0,
31989895,2015-2016,,0.73255814,0.028682171,
9387807,2015-2016,,0.651162791,0,
21089114,2015-2016,,0.465116279,0.009791922,
12024418,2015-2016,,0.860465116,0.030599755,
1829444,2015-2016,,0.837209302,0,
5739042,2015-2016,,0.95,0.030263158,
1517156,2015-2016,,0.410852713,0.00122399,
46844854,2016-2017,,0.630434783,0,
9174016,2016-2017,,0.699095023,0,
21085729,2016-2017,,0.892857143,0.002040816,
31479871,2016-2017,,0.909090909,0,
30984879,2016-2017,,0.659090909,0.001549587,
122555,2016-2017,,0,0,
3314210,2016-2017,,0.4,0,
4812180,2016-2017,,0.789772727,-0.009317387,
14519060,2016-2017,,0.307692308,0,
21101049,2016-2017,,0.357142857,0,
125118,2016-2017,,0.931818182,-0.005681818,
7044065,2016-2017,,0.808510638,0,
47397451,2016-2017,,1,0,
481671,2016-2017,,0.931818182,0,
45020204,2016-2017,,1,0.038961039,
1685611,2016-2017,,0.818181818,0,
21007026,2016-2017,,0.545454545,-0.053125,
38569876,2016-2017,,0.75,-0.017190083,
34569851,2016-2017,,0.275862069,0.003134796,
9424568,2016-2017,,0.75,-0.046969697,
1779080,2016-2017,,0.871794872,-0.006993007,
105340,2016-2017,,0.875,0,
35354984,2016-2017,,0.909090909,-0.003030303,
1694288,2016-2017,,0.476190476,-0.025974026,
9239498,2016-2017,,0.886363636,-0.049090909,
19454071,2016-2017,,0.909090909,-0.408300395,
45229875,2016-2017,,0,0,
457358,2016-2017,,0.659090909,-0.119242424,
100313,2016-2017,,0.727272727,0,
1972625,2016-2017,,0.909090909,-0.01969697,
27844874,2016-2017,,0.698863636,-0.056301653,
21629962,2016-2017,,0.625,0,
141112,2016-2017,,0.579545455,0,
211508,2016-2017,,0.988636364,0,
1542773,2016-2017,,0.772727273,0.025757576,
44994934,2016-2017,,1,0,
9182719,2016-2017,,0.936363636,-0.056157025,
12024325,2016-2017,,0.886363636,0,
8239001,2016-2017,,0.602272727,0,
125415,2016-2017,,0,0,
2301069,2016-2017,,0.821022727,0,
258376,2016-2017,,0.772727273,0,
105945,2016-2017,,0.977272727,0,
134721,2016-2017,,0.863636364,0,
9257996,2016-2017,,0.386363636,0,
356741,2016-2017,,0.5,0,
2308544,2016-2017,,0.761363636,0,
9231623,2016-2017,,0.818181818,-0.015495868,
25079858,2016-2017,,0.75,0,
21099996,2016-2017,,0.75,0,
133896,2016-2017,,0.875,0,
120806,2016-2017,,0.863636364,0.019731906,
108970,2016-2017,,0.6,0,
306571,2016-2017,,0.852272727,0,
21026797,2016-2017,,0.977272727,0.004132231,
447805,2016-2017,,0.75,0,
9264016,2016-2017,,0.965909091,-0.024793388,
46871801,2016-2017,,0.413043478,0,
121037,2016-2017,,0.943181818,0,
20992432,2016-2017,,0.545454545,-0.007575758,
176447,2016-2017,,0.772727273,0,
4771881,2016-2017,,0.831818182,0,
445395,2016-2017,,0.738636364,0,
2310092,2016-2017,,0.931818182,0,
137306,2016-2017,,0.738636364,0,
123501,2016-2017,,0.863636364,0,
141167,2016-2017,,0.863636364,-0.000988142,
120740,2016-2017,,0.806818182,0,
100159,2016-2017,,0.863636364,0.015810277,
430322,2016-2017,,0.801136364,0,
141937,2016-2017,,0.920454545,0,
107023,2016-2017,,0.76461039,0,
130904,2016-2017,,0.954545455,0.066666667,
1707508,2016-2017,,0.863636364,0,
122467,2016-2017,,0.795454545,0,
1692781,2016-2017,,0.869318182,0,
2402725,2016-2017,,0.931818182,0,
1778439,2016-2017,,0.943181818,0,
2323362,2016-2017,,0.698863636,0,
1803748,2016-2017,,0.681818182,-0.009870927,
139110,2016-2017,,0.801136364,0,
20984429,2016-2017,,0.795454545,0.024793388,
107540,2016-2017,,0.897727273,0,
1840133,2016-2017,,0.881818182,0,
9353777,2016-2017,,0.795454545,-0.061515152,
118683,2016-2017,,0.840909091,-0.015810277,
32654939,2016-2017,,0.863636364,-0.019848485,
1651988,2016-2017,,0.545454545,-0.081027668,
107848,2016-2017,,0.732954545,0,
1692634,2016-2017,,0.948863636,0,
104460,2016-2017,,0.659090909,0,
9340146,2016-2017,,0.840909091,-0.019421488,
103811,2016-2017,,0.863636364,0,
135865,2016-2017,,1,0,
27002870,2016-2017,,0.852272727,0,
1847889,2016-2017,,0.943181818,0,
115460,2016-2017,,0.5,0,
4905307,2016-2017,,0.715909091,0,
45359858,2016-2017,,0.795454545,-0.034848485,
43449889,2016-2017,,0.698113208,0,
24879894,2016-2017,,0.818181818,-0.016666667,
211046,2016-2017,,0.712121212,0,
1712578,2016-2017,,0.840909091,0,
2396364,2016-2017,,0.886363636,0,
44499951,2016-2017,,0.80952381,0,
8027862,2016-2017,,0.613636364,0,
12084156,2016-2017,,0.409090909,0.015151515,
27754881,2016-2017,,0.931818182,-0.007575758,
41179936,2016-2017,,0.755681818,-0.119667832,
1842065,2016-2017,,0.283783784,-0.045688546,
2455225,2016-2017,,0.9125,-0.145528846,
45359884,2016-2017,,0.590909091,-0.0875,
45139968,2016-2017,,0.833333333,0,
1594267,2016-2017,,0.545454545,0,
21064262,2016-2017,,0.142857143,0,
42424854,2016-2017,,0.886363636,0,
44414898,2016-2017,,0.477272727,-0.229020979,
44499949,2016-2017,,0.613636364,0.009469697,
22499951,2016-2017,,0.954545455,0,
20199871,2016-2017,,0.340909091,0,
18509371,2016-2017,,0.840909091,-0.039256198,
139671,2016-2017,,0.869318182,0,
479717,2016-2017,,0.964285714,0,
34724926,2016-2017,,0.835227273,0,
33229856,2016-2017,,0.835227273,0,
21105298,2016-2017,,0.863636364,-0.010330579,
9174047,2016-2017,,0.307692308,0,
27829993,2016-2017,,0.871428571,0,
108167,2016-2017,,0.875,0,
39385014,2016-2017,,0,0,
34899945,2016-2017,,0.920454545,0,
28894861,2016-2017,,0.761363636,0,
14198998,2016-2017,,0.886363636,0,
1690906,2016-2017,,0.931818182,0,
9409558,2016-2017,,0.488636364,-0.022727273,
120828,2016-2017,,0.840909091,0,
223872,2016-2017,,0.647727273,0.090530303,
21101375,2016-2017,,0.916666667,0,
110455,2016-2017,,0.465909091,-0.103354978,
2526661,2016-2017,,0.75,-0.027972028,
155034,2016-2017,,0.75,-0.082167832,
1725361,2016-2017,,0.863636364,0,
39594926,2016-2017,,0.892045455,0,
9185919,2016-2017,,0.477272727,0,
12004005,2016-2017,,0.909090909,0.026913876,
12029060,2016-2017,,0.886363636,0.118939394,
2373711,2016-2017,,0.181818182,0,
221848,2016-2017,,0.738636364,0,
139506,2016-2017,,0.75,0,
128110,2016-2017,,0.818181818,0,
151842,2016-2017,,0.795454545,0,
1985344,2016-2017,,0.806818182,1.01E-17,
111291,2016-2017,,0.886363636,0,
1659926,2016-2017,,0.75,0,
28986077,2016-2017,,0.25,0,
1792887,2016-2017,,0.772727273,0,
103734,2016-2017,,0.5,-0.001033058,
214577,2016-2017,,0.8125,0.004132231,
141068,2016-2017,,0.386363636,0.023923445,
141090,2016-2017,,0.840909091,0.007231405,
106198,2016-2017,,0.931818182,0,
2439411,2016-2017,,0.636363636,-0.097107438,
137713,2016-2017,,0.659090909,0,
1691818,2016-2017,,0.857954545,0.029844697,
2349164,2016-2017,,0.926136364,0,
141200,2016-2017,,0.784090909,-0.108863636,
2334658,2016-2017,,0.409090909,0,
141662,2016-2017,,0.727272727,0,
7518975,2016-2017,,0.931818182,-0.134710744,
1799979,2016-2017,,0.818181818,0.116969697,
5030982,2016-2017,,0.795454545,-0.071515152,
115768,2016-2017,,0.795454545,0,
43474884,2016-2017,,0.897727273,0,
119684,2016-2017,,0.721590909,0,
211057,2016-2017,,0.988636364,0,
1720740,2016-2017,,0.784090909,0,
120839,2016-2017,,0.556818182,0,
224620,2016-2017,,0.761363636,0.054545455,
214918,2016-2017,,1,0,
105483,2016-2017,,0.5625,0,
482786,2016-2017,,0.022727273,0,
138252,2016-2017,,0.75,0,
211024,2016-2017,,0.806818182,0.004545455,
2549250,2016-2017,,0.75,-0.008484848,
117649,2016-2017,,0.869318182,0.003673095,
123105,2016-2017,,0.636363636,-0.005244755,
16199020,2016-2017,,0.829545455,0,
13369003,2016-2017,,0.761363636,-0.007575758,
137141,2016-2017,,0.863636364,0,
485623,2016-2017,,0.846590909,0,
6778399,2016-2017,,0.920454545,0,
122687,2016-2017,,0.931818182,0,
107474,2016-2017,,0.477272727,0,
3524072,2016-2017,,1,0,
17854078,2016-2017,,0.829545455,-0.015909091,
2306037,2016-2017,,0.931818182,0,
135238,2016-2017,,0.835227273,-0.014921947,
23069919,2016-2017,,0.909090909,0,
1707704,2016-2017,,0.931818182,0,
116230,2016-2017,,0.818181818,0,
104658,2016-2017,,0.795454545,-0.061888112,
155155,2016-2017,,0.545454545,0,
2350436,2016-2017,,0.670454545,0,
115449,2016-2017,,0.897727273,0,
129023,2016-2017,,0.875,0,
10193990,2016-2017,,0.931818182,-0.194903581,
488346,2016-2017,,0.869318182,0,
111027,2016-2017,,0.869318182,0,
117132,2016-2017,,0.931818182,0,
4219028,2016-2017,,0.988636364,0,
120575,2016-2017,,0.789772727,0,
9176164,2016-2017,,0.829545455,0,
4749013,2016-2017,,1,0,
1562006,2016-2017,,0.636363636,0.030104837,
9177904,2016-2017,,0.534090909,0,
3939071,2016-2017,,0.738636364,0,
143444,2016-2017,,0.829545455,0,
1775291,2016-2017,,0.857954545,0,
157256,2016-2017,,0.801136364,0,
1740091,2016-2017,,0.636363636,0,
456152,2016-2017,,0.704545455,0,
21114436,2016-2017,,0.857954545,0,
40459853,2016-2017,,0.957446809,0,
1572490,2016-2017,,0.727272727,0,
21045691,2016-2017,,0.954545455,0.1,
108805,2016-2017,,0.840909091,0,
474064,2016-2017,,0.897727273,0,
15784072,2016-2017,,0.897727273,0,
21075508,2016-2017,,0.954545455,0,
25654939,2016-2017,,0.875,-0.2290625,
21085252,2016-2017,,0.977272727,-0.125909091,
102238,2016-2017,,0.78030303,0,
12354032,2016-2017,,0.757575758,0,
128220,2016-2017,,0.829545455,0,
1695873,2016-2017,,0.954545455,-0.117377622,
111786,2016-2017,,0.454545455,0,
35269911,2016-2017,,0.778409091,0,
9251567,2016-2017,,0.931818182,0,
436790,2016-2017,,0.795454545,0,
100973,2016-2017,,0.522727273,-0.141798419,
135293,2016-2017,,0.767045455,0,
21089462,2016-2017,,0.806818182,-0.015151515,
1855615,2016-2017,,0.772727273,0,
192039,2016-2017,,0.909090909,0.056969697,
2350398,2016-2017,,0.886363636,0,
21454939,2016-2017,,0.431818182,0,
113260,2016-2017,,0.806818182,0,
4928507,2016-2017,,0.818181818,-0.000988142,
139682,2016-2017,,0.897727273,0,
12319103,2016-2017,,1,0,
112149,2016-2017,,0.613636364,0,
40034978,2016-2017,,0.977272727,-0.089106061,
1517739,2016-2017,,0.886363636,-0.022727273,
22949907,2016-2017,,0.846590909,0,
1691051,2016-2017,,0.818181818,-0.013636364,
24159888,2016-2017,,0.977272727,-0.047202797,
123050,2016-2017,,0.829545455,0,
5636498,2016-2017,,0.772727273,0,
9245018,2016-2017,,0.965909091,0.005244755,
1707275,2016-2017,,0.893939394,0,
142355,2016-2017,,0.875,-0.007575758,
107749,2016-2017,,0.511363636,-0.022233202,
20119113,2016-2017,,0.767045455,0,
123336,2016-2017,,0.943181818,0,
100214,2016-2017,,0.727272727,-0.005928854,
137581,2016-2017,,0.977272727,-0.016600791,
35389872,2016-2017,,0.727272727,-0.034965035,
143708,2016-2017,,0.772727273,0,
2007826,2016-2017,,0.78030303,0,
1755148,2016-2017,,0.852272727,0,
4759415,2016-2017,,0.590909091,0,
205492,2016-2017,,0.721590909,0,
9028996,2016-2017,,0.931818182,0,
1730822,2016-2017,,0.795454545,0,
9195722,2016-2017,,0.761363636,0.008116883,
21092211,2016-2017,,0.909090909,0,
8076174,2016-2017,,0.795454545,0.211515152,
1689855,2016-2017,,0.818181818,0,
1659086,2016-2017,,0.744318182,0,
9363067,2016-2017,,0.579545455,-0.036931818,
2435724,2016-2017,,0.774193548,-0.032,
101842,2016-2017,,0.880681818,0,
27003104,2016-2017,,0.931818182,0,
34719898,2016-2017,,0.909090909,0,
14014144,2016-2017,,0.909090909,-0.061639118,
14824080,2016-2017,,0.477272727,0,
21069718,2016-2017,,0.818181818,0,
1698356,2016-2017,,0.931818182,0,
220242,2016-2017,,0.863636364,0,
100940,2016-2017,,0.786931818,0,
146799,2016-2017,,0.8125,0,
344861,2016-2017,,0.846590909,0,
2290038,2016-2017,,0.840909091,0,
5303978,2016-2017,,0.784090909,0,
22165097,2016-2017,,0.482954545,0,
124128,2016-2017,,0.545454545,0,
112721,2016-2017,,0.920454545,-0.008522727,
21100120,2016-2017,,0.954545455,0,
45625015,2016-2017,,0.4,0,
21096117,2016-2017,,0.681818182,-0.067532468,
1771644,2016-2017,,0.727272727,0,
146953,2016-2017,,0.761363636,0,
144214,2016-2017,,0.875,0,
126669,2016-2017,,0.909090909,0,
7174102,2016-2017,,0.852272727,0,
39890012,2016-2017,,0.954545455,0,
1855987,2016-2017,,0.886363636,-0.073051948,
21127398,2016-2017,,0.954545455,-0.01461039,
302778,2016-2017,,0.909090909,0.080143541,
39384974,2016-2017,,0.909090909,0,
220902,2016-2017,,0.829545455,-0.193138112,
9181634,2016-2017,,0.492424242,0.008264463,
221969,2016-2017,,0.863636364,0,
12089177,2016-2017,,0.977272727,-0.051590909,
1793104,2016-2017,,0.886363636,-0.034965035,
1690754,2016-2017,,0.954545455,-0.251183712,
141882,2016-2017,,0.944444444,0,
2385712,2016-2017,,0.909090909,0.034688995,
14339031,2016-2017,,0.806818182,0,
29139876,2016-2017,,0.704545455,0,
37884928,2016-2017,,0.590909091,-0.013755981,
19269016,2016-2017,,0.852272727,-0.006993007,
1700903,2016-2017,,0.977272727,-0.012310606,
2435885,2016-2017,,0.613636364,-0.071280992,
27164953,2016-2017,,0.727272727,-0.037878788,
219120,2016-2017,,0.625,-0.01446281,
9186517,2016-2017,,0.784090909,-0.106392045,
142509,2016-2017,,0.767045455,-0.036549388,
112248,2016-2017,,0.857954545,-0.089123377,
40039999,2016-2017,,0.625,0,
3458987,2016-2017,,0.681818182,0,
34359858,2016-2017,,0.840909091,-0.022727273,
47015426,2016-2017,,0.7,0,
1782414,2016-2017,,0.682926829,-0.007317073,
38755101,2016-2017,,0.886363636,0,
33014857,2016-2017,,0.829545455,0.042689394,
20734995,2016-2017,,0.909090909,0,
19624016,2016-2017,,0.954545455,0.144138756,
9194530,2016-2017,,0.772727273,-0.075413223,
31094871,2016-2017,,0.659090909,-2.52E-18,
32804999,2016-2017,,0.840909091,0,
43929931,2016-2017,,0.909090909,-0.138636364,
134237,2016-2017,,0.795454545,0.001976285,
28064974,2016-2017,,0.954545455,0.402273139,
113194,2016-2017,,0.670454545,0,
1725298,2016-2017,,0.886363636,0.003099174,
112556,2016-2017,,0.909090909,0,
21075711,2016-2017,,0.761363636,0,
4770024,2016-2017,,0.784090909,-0.011363636,
131850,2016-2017,,0.818181818,0,
9183623,2016-2017,,0.636363636,0,
120883,2016-2017,,0.909090909,0,
138153,2016-2017,,0.738636364,0,
112787,2016-2017,,0.784090909,0,
2381937,2016-2017,,0.977272727,0,
154462,2016-2017,,0.954545455,0,
100929,2016-2017,,0.772727273,0.008658009,
132345,2016-2017,,0.829545455,0.040430622,
21001600,2016-2017,,0.795454545,0,
132950,2016-2017,,0.715909091,0,
129034,2016-2017,,0.903409091,0,
130706,2016-2017,,0.784090909,0,
1864857,2016-2017,,0.522727273,0,
153107,2016-2017,,0.772727273,0,
109212,2016-2017,,0.909090909,0.023923445,
134523,2016-2017,,0.727272727,0,
141156,2016-2017,,0.318181818,0,
119981,2016-2017,,0.454545455,0,
102689,2016-2017,,0.625,0,
2408718,2016-2017,,0.818181818,-0.440909091,
102623,2016-2017,,0.829545455,0,
108365,2016-2017,,0.840909091,0,
1776223,2016-2017,,0.977272727,-0.007575758,
119332,2016-2017,,0.727272727,0,
109784,2016-2017,,0.772727273,0,
104900,2016-2017,,0.727272727,-0.008522727,
135370,2016-2017,,0.801136364,-0.007575758,
1696125,2016-2017,,0.909090909,0,
130915,2016-2017,,0.840909091,0,
40425171,2016-2017,,0.840909091,0,
124645,2016-2017,,0.151515152,0,
125503,2016-2017,,0.795454545,0,
110510,2016-2017,,0.818181818,-0.000473485,
17249040,2016-2017,,0.681818182,0,
132092,2016-2017,,0.875,0,
9352086,2016-2017,,0.897727273,0.003099174,
105714,2016-2017,,0.590909091,0,
127362,2016-2017,,0.784090909,0,
39809874,2016-2017,,0,0,
30144988,2016-2017,,0.829545455,-0.149703557,
31479991,2016-2017,,0.659090909,0,
1797660,2016-2017,,0.795454545,0,
218053,2016-2017,,0.693181818,0,
46004927,2016-2017,,0.65,0,
41204915,2016-2017,,0.272727273,-0.008893281,
9434926,2016-2017,,0.840909091,-0.212121212,
9386262,2016-2017,,0.897727273,0,
1853026,2016-2017,,0.727272727,-0.025151515,
1672849,2016-2017,,0.903409091,0.005742347,
1592690,2016-2017,,0.965909091,0,
147349,2016-2017,,0.715909091,0,
1591872,2016-2017,,0.977272727,0,
4770214,2016-2017,,0.848484848,0,
100687,2016-2017,,0.931818182,0,
1778249,2016-2017,,0.886363636,0.013157895,
1695864,2016-2017,,0.772727273,0,
2456390,2016-2017,,0.909090909,0,
1688313,2016-2017,,0.840909091,0,
10189368,2016-2017,,0.977272727,0.026315789,
34694880,2016-2017,,0.602272727,0,
43144851,2016-2017,,0.818181818,-0.062954545,
128803,2016-2017,,0.693181818,0,
21004454,2016-2017,,0.772727273,0,
113799,2016-2017,,0.772727273,0,
1763816,2016-2017,,0.658536585,0,
19209020,2016-2017,,0.954545455,0,
174929,2016-2017,,0.875,0,
103789,2016-2017,,0.863636364,0,
487934,2016-2017,,0.863636364,0,
111522,2016-2017,,0.943181818,-0.064924242,
286898,2016-2017,,0.590909091,0,
140969,2016-2017,,0.755681818,0,
453308,2016-2017,,0.204545455,0,
106231,2016-2017,,0.846590909,0,
6884429,2016-2017,,0.977272727,0,
305201,2016-2017,,0.977272727,0,
8098434,2016-2017,,0.801136364,0,
125437,2016-2017,,0.784090909,0,
14088999,2016-2017,,0.829545455,0,
1723533,2016-2017,,0.977272727,0,
9323112,2016-2017,,0.977272727,0.009090909,
133588,2016-2017,,0.75,0,
106979,2016-2017,,0.602272727,0,
212806,2016-2017,,0.522727273,0,
115570,2016-2017,,0.886363636,0,
2345657,2016-2017,,0.886363636,0,
134600,2016-2017,,0.875,0,
450130,2016-2017,,0.897727273,0,
297069,2016-2017,,0.920454545,-0.011019284,
1759020,2016-2017,,0.727272727,0.056901099,
9360309,2016-2017,,0.693181818,-0.119071146,
1667182,2016-2017,,0.704545455,-0.23548951,
29824892,2016-2017,,0.602272727,-0.004545455,
19779149,2016-2017,,0.90625,0,
122104,2016-2017,,0.868181818,0,
114602,2016-2017,,0.886363636,0,
135964,2016-2017,,0.517045455,0,
146458,2016-2017,,0.621212121,0,
246728,2016-2017,,0.909090909,0,
148174,2016-2017,,0.977272727,0,
116538,2016-2017,,1,-0.009683794,
21092145,2016-2017,,0.897727273,0,
127835,2016-2017,,0.931818182,-0.017651515,
21120857,2016-2017,,0.625,0,
2734290,2016-2017,,0.795454545,0,
137603,2016-2017,,0.872159091,0,
24654890,2016-2017,,0.954545455,-0.067832168,
1817433,2016-2017,,0.852272727,0,
17909125,2016-2017,,0.710227273,-0.006818182,
21093872,2016-2017,,0.840909091,0,
137691,2016-2017,,0.863636364,-0.429637282,
101611,2016-2017,,0.397727273,-0.007692308,
20987234,2016-2017,,0.795454545,-0.015734266,
9218489,2016-2017,,0.954545455,0.051882461,
104603,2016-2017,,0.659090909,-0.03458498,
17039064,2016-2017,,0.710227273,0,
1848856,2016-2017,,0.886363636,0,
213081,2016-2017,,0.75,-0.101976285,
106000,2016-2017,,0.852272727,0,
296665,2016-2017,,0.875,0,
6538972,2016-2017,,0.863636364,0.096235631,
9196476,2016-2017,,0.931818182,-0.019886364,
359489,2016-2017,,0.738636364,0,
1749232,2016-2017,,0.863636364,-0.023348352,
1794091,2016-2017,,0.829545455,0.038759527,
43325010,2016-2017,,0.75,-0.141182006,
1791476,2016-2017,,0.738636364,-0.027097902,
12084122,2016-2017,,0.886363636,-0.10541958,
139462,2016-2017,,0.693181818,0,
26199863,2016-2017,,0.818181818,0,
21098024,2016-2017,,0.951219512,0,
250118,2016-2017,,0.971590909,0,
4044792,2016-2017,,0.738636364,0,
6883264,2016-2017,,0.511363636,-0.01284585,
104372,2016-2017,,0.681818182,0,
143323,2016-2017,,0.846590909,-0.000378788,
9266984,2016-2017,,0.806818182,0,
113282,2016-2017,,0.636363636,0,
3973057,2016-2017,,0.340909091,0,
214544,2016-2017,,0.795454545,-0.081037649,
20734858,2016-2017,,0.625,0,
117682,2016-2017,,0.840909091,0,
1735984,2016-2017,,0.738636364,0,
4813758,2016-2017,,0.863636364,0,
141904,2016-2017,,0.75,0,
7224683,2016-2017,,0.840909091,0,
485300,2016-2017,,0.738636364,0,
116758,2016-2017,,0.477272727,-0.050197628,
25614910,2016-2017,,0.954545455,0.001748252,
40224904,2016-2017,,0.931818182,0,
211530,2016-2017,,0.738636364,0,
1773095,2016-2017,,0.931818182,0,
122797,2016-2017,,0.806818182,-0.033333333,
134358,2016-2017,,0.920454545,0,
20970991,2016-2017,,1,0,
20425614,2016-2017,,0.886363636,-0.150909091,
1796498,2016-2017,,0.977272727,0,
21006798,2016-2017,,0.875,0,
362715,2016-2017,,0.857954545,0,
135447,2016-2017,,0.875,0,
105406,2016-2017,,0.818181818,0,
123545,2016-2017,,0.909090909,-0.031620553,
9310639,2016-2017,,0.954545455,0,
11309002,2016-2017,,0.965909091,-0.003030303,
107980,2016-2017,,0.886363636,0,
4249333,2016-2017,,0.897727273,0,
6987359,2016-2017,,0.545454545,0,
492181,2016-2017,,0.943181818,0,
111016,2016-2017,,0.795454545,-0.001836547,
491670,2016-2017,,0.647727273,0,
15433992,2016-2017,,0.818181818,0,
121213,2016-2017,,0.909090909,0,
1696379,2016-2017,,0.602272727,0,
210496,2016-2017,,0.852272727,0,
7136713,2016-2017,,0.806818182,0,
9177896,2016-2017,,0.863636364,0,
100390,2016-2017,,0.75,-0.076223776,
356469,2016-2017,,0.625,-0.036034018,
1673219,2016-2017,,0.590909091,0,
9438345,2016-2017,,0.625,0,
23524860,2016-2017,,1,-0.076923077,
1599258,2016-2017,,0.795454545,0,
21113600,2016-2017,,0.886363636,0,
470690,2016-2017,,0.721590909,0,
9196234,2016-2017,,0.704545455,0.039090909,
44349867,2016-2017,,0.818181818,0,
9419990,2016-2017,,0.909090909,0,
363150,2016-2017,,0.914772727,0,
145633,2016-2017,,0.909090909,0.47001561,
1720879,2016-2017,,0.568181818,0,
1762791,2016-2017,,0.795454545,-0.181212121,
119761,2016-2017,,0.659090909,0,
13024012,2016-2017,,0.829545455,-0.076923077,
23284874,2016-2017,,0.5,-0.012237762,
39889891,2016-2017,,0.625,-0.09969697,
225987,2016-2017,,0.806818182,0,
20395061,2016-2017,,0.926136364,0,
141959,2016-2017,,0.806818182,-0.026859504,
2373160,2016-2017,,0.636363636,0,
3764314,2016-2017,,0.977272727,0,
11994051,2016-2017,,0.75,0,
108739,2016-2017,,0.892045455,0,
135700,2016-2017,,0.772727273,-0.015151515,
9341342,2016-2017,,0.795454545,0,
123127,2016-2017,,0.75,0,
105285,2016-2017,,0.863636364,0,
9186568,2016-2017,,0.462121212,0,
216271,2016-2017,,0.863636364,-0.062937063,
108948,2016-2017,,0.829545455,0,
34549990,2016-2017,,0.806818182,0,
1625345,2016-2017,,0.731707317,0,
32354881,2016-2017,,0.795454545,-0.097902098,
30969887,2016-2017,,0.545454545,0,
145941,2016-2017,,0.75,0,
1656219,2016-2017,,0.840909091,0,
32779981,2016-2017,,0.448863636,0,
26454936,2016-2017,,0.988636364,-0.196107955,
33709875,2016-2017,,0.818181818,0.162980043,
455881,2016-2017,,0.909090909,0,
7308379,2016-2017,,0.443181818,0,
140870,2016-2017,,0.840909091,0,
5988983,2016-2017,,0.920454545,0,
1686164,2016-2017,,0.431818182,0,
111566,2016-2017,,0.676136364,0,
14739033,2016-2017,,0.840909091,-0.012954545,
111203,2016-2017,,0.852272727,0,
213037,2016-2017,,0.5,0,
2923956,2016-2017,,0.886363636,0,
119728,2016-2017,,0.795454545,0,
152942,2016-2017,,0.931818182,0.003787879,
21010373,2016-2017,,0.954545455,0,
31269921,2016-2017,,0.284090909,0,
149901,2016-2017,,0.784090909,0.001196172,
20544914,2016-2017,,0.708333333,0.122288676,
19314002,2016-2017,,0.295454545,0.009569378,
2376861,2016-2017,,0.704545455,0,
135007,2016-2017,,0.931818182,0,
568244,2016-2017,,0.863636364,0,
23109891,2016-2017,,0.863636364,-0.021969697,
115471,2016-2017,,0.880681818,0,
1696231,2016-2017,,0.886363636,0,
17438994,2016-2017,,1,0,
38760273,2016-2017,,0.977272727,-0.142344498,
343483,2016-2017,,0.931818182,0,
222079,2016-2017,,0.795454545,0,
110345,2016-2017,,0.772727273,0,
107617,2016-2017,,0.772727273,0,
127791,2016-2017,,0.806818182,0,
1771531,2016-2017,,0.943181818,0,
