season_year,contact_id,renewed,Gender,zip,distance,number_of_tix,seat_start,seat_end,section,row,pricecode_desc,aisle,general_location,priceleveldesc,purchase_price_notax,multiple_locations,tenure,percent_total_used,paid_in_full,percent_personally_used,flash_profit_loss,season_performance
2015-2016,103217,1,Male,80401,12.11791161,1,19,19,373,1,Full Renewal,1,Upper,Lower Corner/End Balcony,42,No,20,0.813953488,0,0.813953488,0,0.5
2015-2016,104900,1,Male,80305,20.46644845,1,18,18,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,20,0.860465116,0,0.837209302,0.007198228,0.5
2015-2016,136426,1,Male,80125,16.87307934,2,14,15,373,1,Full Renewal,0,Upper,Lower Corner/End Balcony,42,No,20,0.88372093,0,0.88372093,0,0.5
2015-2016,1690751,1,Male,80211,1.505243705,4,8,11,374,9,Full New,0,Upper,Upper Corner,19,No,1,0.494186047,0,0.494186047,0,0.5
2015-2016,23934866,1,Male,80110,6.903303596,2,17,18,374,12,Full New,1,Upper,Upper Corner,19,No,1,0.418604651,0,0.348837209,-0.022031824,0.5
2015-2016,19459371,0,Male,80528,51.02990003,2,14,15,374,9,Full New,0,Upper,Upper Corner,19,No,1,0.465116279,0,0.465116279,0,0.5
2015-2016,26484898,0,Unknown,81601,10,2,3,4,374,11,Full New,0,Upper,Upper Corner,19,No,1,0.046511628,0,0.046511628,0,0.5
2015-2016,213961,1,Male,80104,32.88330653,2,9,10,374,7,Full Renewal,0,Upper,Upper Corner,19,No,13,0.697674419,0,0.697674419,0,0.5
2015-2016,27364955,1,Male,80223,3.314610037,2,3,4,374,10,Full New,0,Upper,Upper Corner,19,No,1,0.406976744,0,0.406976744,0,0.5
2015-2016,1517156,1,Female,80014,11.25048602,3,7,9,374,8,Full New,0,Upper,Upper Corner,19,No,1,0.410852713,0,0.387596899,0.00122399,0.5
2015-2016,9189453,1,Male,80205,2.165574953,2,3,4,374,7,Full Renewal,0,Upper,Upper Corner,19,No,4,0.593023256,0,0.5,0.020195838,0.5
2015-2016,1746032,1,Female,80003,5.756072524,2,3,4,374,8,Full Expansion,0,Upper,Upper Corner,19,No,1,0.941860465,0,0.941860465,0,0.5
2015-2016,29769899,1,Female,80919,56.8790232,2,1,2,374,11,Full New,1,Upper,Upper Corner,19,No,1,0.38372093,0,0.337209302,0,0.5
2015-2016,34429869,0,Male,80237,9.296555447,2,1,2,374,10,Full New,1,Upper,Upper Corner,19,No,1,0.76744186,0,0.76744186,0,0.5
2015-2016,125503,1,Male,80227,7.299016768,2,5,6,374,6,Full Renewal,0,Upper,Upper Corner,19,No,19,0.302325581,0,0.302325581,0,0.5
2015-2016,1699715,0,Female,80021,11.42589379,2,1,2,374,8,Full New,1,Upper,Upper Corner,19,No,1,0.674418605,0,0.186046512,-0.104651163,0.5
2015-2016,21074521,0,Male,80233,10.95151361,1,14,14,374,11,Full New,0,Upper,Upper Corner,19,No,1,0.511627907,0,0.255813953,0.014687882,0.5
2015-2016,21059151,0,Male,80227,7.299016768,2,16,17,374,10,Full New,1,Upper,Upper Corner,19,No,1,0.837209302,0,0.558139535,0.080783354,0.5
2015-2016,12024739,0,Male,80211,1.505243705,1,15,15,374,11,Full New,0,Upper,Upper Corner,19,No,1,0.395348837,0,0.325581395,0.019583843,0.5
2015-2016,113931,1,Male,80016,19.31679506,2,11,12,374,6,Full Renewal,0,Upper,Upper Corner,19,No,20,0.744186047,0,0.720930233,0.031823745,0.5
2015-2016,221012,1,Female,80601,18.67546717,2,7,8,374,6,Full Renewal,0,Upper,Upper Corner,19,No,13,0.046511628,0,0.046511628,0,0.5
2015-2016,20990527,1,Male,80401,12.11791161,2,16,17,374,9,Full New,1,Upper,Upper Corner,19,No,1,0.930232558,1,0.930232558,0,0.5
2015-2016,1829444,0,Male,80033,5.717740009,2,12,13,374,9,Full New,0,Upper,Upper Corner,19,No,1,0.837209302,0,0.837209302,0,0.5
2015-2016,12024441,1,Male,80005,9.866494508,2,3,4,374,6,Full Renewal,0,Upper,Upper Corner,19,No,2,0.651162791,0,0.651162791,0,0.5
2015-2016,102799,1,Male,80015,14.63126808,2,9,10,374,6,Full Renewal,0,Upper,Upper Corner,19,No,20,0.813953488,0,0.813953488,0,0.5
2015-2016,3808957,1,Male,80237,9.296555447,2,5,6,374,8,Full New,0,Upper,Upper Corner,19,No,1,0.872093023,0,0.872093023,0,0.5
2015-2016,2408718,1,Male,80235,8.232663616,2,14,15,374,10,Full New,0,Upper,Upper Corner,19,No,1,0.593023256,0,0.069767442,0.054589963,0.5
2015-2016,9286795,0,Female,80013,14.47726424,2,16,17,374,11,Full New,1,Upper,Upper Corner,19,No,1,0.488372093,0,0.325581395,0.036107711,0.5
2015-2016,2284422,0,Male,80002,5.034034218,1,7,7,374,9,Full New,0,Upper,Upper Corner,19,No,1,0.627906977,0,0.627906977,0,0.5
2015-2016,127362,1,Male,80135,34.27988027,2,1,2,375,1,Full Renewal,1,Upper,Lower Center Balcony,65,No,19,0.744186047,0,0.744186047,0,0.5
2015-2016,3188980,0,Male,80202,0.545389681,2,18,19,375,1,Full New,1,Upper,Lower Center Balcony,65,No,1,0.918604651,0,0.918604651,0,0.5
2015-2016,9408637,1,Male,80112,13.93616799,4,3,6,375,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,3,0.877906977,1,0.877906977,0,0.5
2015-2016,3333996,0,Female,80218,2.242712059,2,7,8,376,5,Full Renewal,1,Upper,Upper Center Balcony,30,No,4,0.61627907,0,0.151162791,0.025193798,0.5
2015-2016,1717176,1,Male,80134,23.30650328,2,1,2,376,8,Full Renewal,1,Upper,Upper Center Balcony,30,No,6,0.418604651,1,0.418604651,0,0.5
2015-2016,19814000,1,Male,80020,13.50261426,2,1,2,376,4,Full Renewal,1,Upper,Upper Center Balcony,30,No,2,0.930232558,0,0.88372093,-0.008914729,0.5
2015-2016,3609193,1,Male,80229,8.023119073,2,9,10,376,7,Full Expansion,1,Upper,Upper Center Balcony,30,No,1,0.906976744,0,0.906976744,0,0.5
2015-2016,1818385,1,Male,80204,1.243302994,2,4,5,376,4,Full New,0,Upper,Upper Center Balcony,30,No,1,0.372093023,0,0.372093023,0,0.5
2015-2016,134479,0,Male,80014,11.25048602,1,3,3,376,4,Full Renewal,0,Upper,Upper Center Balcony,30,No,20,0.418604651,0,0.418604651,0,0.5
2015-2016,1690194,0,Male,80020,13.50261426,2,5,6,378,11,Full New,0,Upper,Upper Center Balcony,30,No,1,0.348837209,0,0.023255814,0.005426357,0.5
2015-2016,4811778,1,Male,80021,11.42589379,1,2,2,378,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,8,0.465116279,0,0.441860465,0.007751938,0.5
2015-2016,8518971,0,Female,80113,7.469600965,2,1,2,378,10,Full Renewal,1,Upper,Upper Center Balcony,30,No,4,0.395348837,0,0.255813953,0.017054264,0.5
2015-2016,1857501,1,Male,80120,10.97010972,1,1,1,378,6,Full Renewal,1,Upper,Upper Center Balcony,30,No,5,0.418604651,0,0.418604651,0,0.5
2015-2016,9410310,0,Male,80640,11.43309564,2,3,4,378,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,3,0.418604651,0,0.325581395,-0.003875969,0.5
2015-2016,21001926,1,Female,80231,8.640553466,2,1,2,378,11,Full New,1,Upper,Upper Center Balcony,30,No,1,0.813953488,0,0.813953488,0,0.5
2015-2016,215710,0,Male,80301,22.77654998,2,7,8,378,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,13,0.88372093,0,0.860465116,-0.007751938,0.5
2015-2016,29884872,0,Female,98390,10,2,1,2,378,12,Full New,1,Upper,Upper Center Balcony,30,No,1,0.697674419,0,0.697674419,0,0.5
2015-2016,1890185,1,Female,80232,6.305223894,2,3,4,378,11,Full New,0,Upper,Upper Center Balcony,30,No,1,0.418604651,0,0.418604651,0,0.5
2015-2016,33174891,1,Male,80207,4.687309525,3,6,8,378,7,Full New,0,Upper,Upper Center Balcony,30,No,1,0.953488372,0,0.953488372,0,0.5
2015-2016,9354812,1,Female,80401,12.11791161,2,9,10,378,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,3,0.581395349,0,0.488372093,0.054263566,0.5
2015-2016,21095838,1,Male,80214,3.271025075,2,5,6,378,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,1,0.779069767,0,0.779069767,0,0.5
2015-2016,130453,0,Male,80015,14.63126808,2,3,4,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,17,0.639534884,0,0.639534884,0,0.5
2015-2016,4798439,0,Female,80004,7.583891362,2,15,16,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,8,0.73255814,0,0.73255814,0,0.5
2015-2016,124645,1,Male,80120,10.97010972,2,5,6,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,19,0.837209302,0,0.837209302,0,0.5
2015-2016,105714,1,Male,80443,10,2,17,18,379,1,Full Renewal,0,Upper,Lower Center Balcony,65,No,20,0.76744186,0,0.76744186,0,0.5
2015-2016,105131,1,Unknown,80120,10.97010972,2,19,20,379,1,Full Renewal,1,Upper,Lower Center Balcony,65,No,20,0.755813953,0,0.755813953,0,0.5
2015-2016,33199955,0,Unknown,80908,52.73709501,2,15,16,380,8,Full New,0,Upper,Upper Center Balcony,30,No,1,0.755813953,0,0.755813953,0,0.5
2015-2016,24625033,1,Male,80130,15.12980207,2,15,16,380,7,Full New,0,Upper,Upper Center Balcony,30,No,1,0.88372093,0,0.88372093,0,0.5
2015-2016,2353154,0,Male,80224,6.488538709,4,3,6,380,7,Full Renewal,0,Upper,Upper Center Balcony,30,No,5,0.930232558,0,0.930232558,0,0.5
2015-2016,3944512,1,Male,80013,14.47726424,2,19,20,380,6,Full Renewal,1,Upper,Upper Center Balcony,30,No,9,0.813953488,0,0.813953488,0,0.5
2015-2016,9175673,1,Unknown,80401,12.11791161,2,7,8,380,8,Full Renewal,0,Upper,Upper Center Balcony,30,No,4,0.709302326,0,0.709302326,0,0.5
2015-2016,21049242,0,Female,80031,9.029966673,2,19,20,380,8,Full Renewal,1,Upper,Upper Center Balcony,30,No,1,0.825581395,0,0.825581395,0,0.5
2015-2016,1873163,1,Male,80127,16.56325898,4,17,20,380,7,Full Renewal,1,Upper,Upper Center Balcony,30,No,5,0.552325581,1,0.081395349,-0.013372093,0.5
2015-2016,9425642,1,Male,80222,6.751365038,2,9,10,380,8,Full Expansion,0,Upper,Upper Center Balcony,30,No,1,0.744186047,0,0.139534884,0.018139535,0.5
2015-2016,21101743,1,Male,80126,13.9656821,2,13,14,380,7,Full Renewal,0,Upper,Upper Center Balcony,30,No,1,0.406976744,0,0.406976744,0,0.5
2015-2016,1559088,1,Male,80202,0.545389681,1,12,12,380,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,7,0.697674419,0,0.697674419,0,0.5
2015-2016,4770024,1,Female,80241,12.7165846,2,13,14,380,6,Full Renewal,0,Upper,Upper Center Balcony,30,No,8,0.825581395,0,0.802325581,0.003875969,0.5
2015-2016,21125566,1,Male,80021,11.42589379,3,15,17,380,9,Full Renewal,0,Upper,Upper Center Balcony,30,No,1,0.341085271,0,0.341085271,0,0.5
2015-2016,21124515,1,Male,80138,23.62186718,2,19,20,380,10,Full Renewal,1,Upper,Upper Center Balcony,30,No,1,0.348837209,0,0.325581395,0.019379845,0.5
2015-2016,9322193,0,Male,80206,3.111903246,2,13,14,380,8,Full New,0,Upper,Upper Center Balcony,30,No,1,0.406976744,0,0.313953488,0.025581395,0.5
2015-2016,21095808,1,Male,80211,1.505243705,3,4,6,380,8,Full Renewal,0,Upper,Upper Center Balcony,30,No,1,0.930232558,0,0.023255814,0.255813953,0.5
2015-2016,1731496,0,Male,80204,1.243302994,2,9,10,380,9,Full Renewal,0,Upper,Upper Center Balcony,30,No,6,0.953488372,0,0.953488372,0,0.5
2015-2016,1554189,1,Male,80021,11.42589379,2,19,20,380,9,Full Renewal,1,Upper,Upper Center Balcony,30,No,7,0.372093023,0,0.372093023,0,0.5
2015-2016,21087842,0,Female,80014,11.25048602,2,11,12,380,8,Full New,0,Upper,Upper Center Balcony,30,No,1,0.418604651,0,0.23255814,0.034883721,0.5
2015-2016,9218360,0,Male,80487,10,4,4,7,380,9,Full Renewal,0,Upper,Upper Center Balcony,30,No,4,0.430232558,0,0.093023256,0.014534884,0.5
2016-2017,9195446,0,Male,80121,9.924124354,2,5,6,102,10,Full Renewal,0,Lower,Prime Loge #,115,No,5,0.897727273,1,0.897727273,0,0.293
2016-2017,12024325,0,Female,80106,44.64043672,4,9,12,102,10,Full Renewal,0,Lower,Prime Loge #,115,No,1,0.886363636,0,0.886363636,0,0.293
2016-2017,228908,1,Unknown,80538,52.33068834,2,17,18,102,6,Full Renewal,1,Lower,Club Bench (2-7) #,210,No,14,1,0,1,0,0.293
2016-2017,248773,1,Male,80128,12.31983787,2,17,18,102,15,Full Renewal,1,Lower,Prime Loge #,115,No,14,0.579545455,0,0.579545455,0,0.293
2016-2017,132389,1,Female,80424,57.02771014,2,17,18,102,19,Full Renewal,1,Lower,Prime Loge #,115,No,21,0.863636364,0,0.863636364,0,0.293
2016-2017,141013,1,Female,80220,4.745640074,2,9,10,102,5,Full Renewal,0,Lower,Club Bench (2-7) #,210,No,20,0.795454545,0,0.772727273,-0.003787879,0.293
2016-2017,107320,1,Male,80021,11.42589379,2,3,4,102,17,Full Renewal,0,Lower,Prime Loge #,115,No,21,0.988636364,0,0.988636364,0,0.293
2016-2017,9212211,1,Male,80121,9.924124354,2,9,10,102,8,Full Renewal,0,Lower,Prime Loge #,115,No,5,0.522727273,0,0.522727273,0,0.293
2016-2017,21068001,1,Male,80202,0.545389681,4,5,8,102,17,Full Renewal,0,Lower,Prime Loge #,115,No,2,0.681818182,1,0.681818182,0,0.293
2016-2017,134842,1,Unknown,80234,11.28597186,2,17,18,102,8,Full Renewal,1,Lower,Prime Loge #,115,No,21,0.875,0,0.875,0,0.293
2016-2017,19454071,0,Unknown,80206,3.111903246,2,3,4,102,13,Full Renewal,0,Lower,Prime Loge #,115,No,3,0.909090909,1,0.181818182,-0.408300395,0.293
2016-2017,2310092,1,Male,none_,11.42589379,2,1,2,102,5,Full Renewal,1,Lower,Club Bench (2-7) #,210,No,1,0.931818182,0,0.931818182,0,0.293
2016-2017,180451,1,Female,80122,12.24753855,6,11,14,102,12,Full Renewal,0,Lower,Prime Loge #,115,Yes,19,0.863636364,0,0.863636364,0,0.293
2016-2017,100676,1,Female,80202,0.545389681,2,1,2,102,6,Full Renewal,1,Lower,Club Bench (2-7) #,210,No,21,0.909090909,0,0.909090909,0,0.293
2016-2017,105945,0,Male,80220,4.745640074,2,17,18,102,2,Full Renewal,1,Lower,Club Bench (2-7) #,210,No,21,0.977272727,1,0.977272727,0,0.293
2016-2017,2373074,0,Male,80206,3.111903246,2,3,4,102,8,Full Renewal,0,Lower,Prime Loge #,115,No,6,0.431818182,0,0.363636364,-0.030237154,0.293
2016-2017,120740,1,Male,80026,17.6288244,2,1,2,102,10,Full Renewal,1,Lower,Prime Loge #,115,No,21,0.806818182,0,0.806818182,0,0.293
2016-2017,258376,1,Male,80204,1.243302994,2,7,8,102,8,Full Renewal,0,Lower,Prime Loge #,115,No,14,0.772727273,0,0.772727273,0,0.293
2016-2017,1562750,1,Male,80212,2.89908228,2,1,2,102,22WC,Full Expansion,1,Lower,Prime Loge #,115,No,1,0.818181818,0,0.818181818,0,0.293
2016-2017,445395,1,Male,80160,10,2,17,18,102,7,Full Renewal,1,Lower,Club Bench (2-7) #,210,No,11,0.738636364,0,0.738636364,0,0.293
2016-2017,34249914,1,Female,80126,13.9656821,2,3,4,102,15,Full Renewal,0,Lower,Prime Loge #,115,No,1,0.227272727,0,0.227272727,0,0.293
2016-2017,8239001,1,Male,80206,3.111903246,2,7,8,102,10,Full Renewal,0,Lower,Prime Loge #,115,No,5,0.602272727,0,0.602272727,0,0.293
2016-2017,176447,1,Male,80111,11.54419147,1,16,16,102,8,Full Renewal,0,Lower,Prime Loge #,115,No,17,0.772727273,0,0.772727273,0,0.293
2016-2017,2392074,1,Female,80237,9.296555447,2,17,18,102,3,Full New,1,Lower,Club Bench (2-7) #,210,No,1,0.965909091,0,0.920454545,-0.014069264,0.293
2016-2017,1714423,1,Male,80113,7.469600965,2,1,12,102,7,Full Renewal,1,Lower,Club Bench (2-7) #,210,Yes,1,0.886363636,0,0.886363636,0,0.293
2016-2017,100159,1,Unknown,80014,11.25048602,2,13,14,102,10,Full Renewal,0,Lower,Prime Loge #,115,No,21,0.863636364,0,0.681818182,0.015810277,0.293
2016-2017,107991,1,Male,80125,16.87307934,4,15,18,102,9,Full Renewal,1,Lower,Prime Loge #,115,No,21,0.857954545,0,0.857954545,0,0.293
2016-2017,45229966,1,Male,80239,10.13972939,2,3,4,102,5,Full New,0,Lower,Club Bench (2-7) #,115,No,1,0.954545455,0,0.954545455,0,0.293
2016-2017,41179917,1,Female,80022,14.79529134,2,7,8,102,3,Full New,0,Lower,Club Bench (2-7) #,210,No,1,0.909090909,0,0.909090909,0,0.293
2016-2017,16709042,1,Female,80211,1.505243705,2,7,8,102,5,Full Renewal,0,Lower,Club Bench (2-7) #,210,No,3,0.715909091,0,0.715909091,0,0.293
2016-2017,1625409,1,Male,80111,11.54419147,4,17,18,102,5,Full Renewal,1,Lower,Club Bench (2-7) #,210,No,7,0.931818182,0,0.931818182,0,0.293
2016-2017,107848,1,Unknown,80112,13.93616799,4,1,4,102,16,Full Renewal,1,Lower,Prime Loge #,115,No,21,0.732954545,0,0.732954545,0,0.293
2016-2017,123501,1,Male,80203,1.797108906,6,1,18,102,10,Full Renewal,1,Lower,Prime Loge #,115,Yes,21,0.863636364,0,0.863636364,0,0.293
2016-2017,1692634,1,Female,80202,0.545389681,4,15,18,102,13,Full Renewal,1,Lower,Prime Loge #,115,No,7,0.948863636,1,0.948863636,0,0.293
