contact_id,seats,seat_end,seat_start,number_seats,years,num_years,attendance,performance,tix_num,zip,distance,section,num_sections,multiple_sections,lower_level,club_level,upper_level,gender,gender_num,season_year,paid_in_full,renewed,tenure,wins,ot_losses
100093,"[13, 14, 12, 11]",14,11,4,"[2015, 2019]",2,0.9817073170731707,0.5487804878048781,164,80204,0.8884784617602121,['142'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
100159,"[6, 5, 12, 11]",12,5,8,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,82,80014,10.395682635516573,['102'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
100203,"[6, 5, 3, 4]",6,3,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8292682926829268,0.5487804878048781,82,80111,10.996835490559503,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
100313,"[10, 7, 9, 8]",10,7,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8414634146341463,0.5487804878048781,82,80205,2.1536172516902488,['102'],1,0,1,0,0,mostly_male,2,2018-2019,0.0,1.0,23,38,14
100390,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8658536585365854,0.5487804878048781,164,80210,5.378061818205583,['142'],1,0,1,0,0,mostly_female,1,2018-2019,0.0,1.0,23,38,14
100467,"[7, 6]",7,6,2,"[2015, 2016, 2018, 2019]",4,0.9024390243902439,0.5487804878048781,82,80121,9.90099778112696,['134'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
100555,"[13, 16, 15, 14]",16,13,4,"[2015, 2016, 2017, 2018, 2019]",5,0.6829268292682927,0.5487804878048781,82,80222,6.828016439908511,['353'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
100632,"[22, 21]",22,21,2,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,164,80016,17.5762661692004,['349'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
100676,"[9, 10]",10,9,2,"[2015, 2016, 2017, 2018, 2019]",5,0.0,0.5487804878048781,82,80202,0.41975542715115144,['102'],1,0,1,0,0,female,1,2018-2019,0.0,1.0,23,38,14
100687,"[4, 3]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,82,80210,5.378061818205583,['258'],1,0,0,1,0,female,1,2018-2019,0.0,1.0,23,38,14
100929,[18],18,18,1,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,41,80035,11.042246228688796,['331'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
100940,"[1, 4, 2, 3]",4,1,4,"[2015, 2016, 2017, 2019]",4,0.7987804878048781,0.5487804878048781,164,80206,3.333055019510513,['148'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
100973,"[6, 5, 3, 4, 16, 13, 15, 14]",16,3,14,"[2015, 2016, 2017, 2018, 2019]",5,0.7439024390243902,0.5487804878048781,164,80113,7.918425309322313,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
101028,"[8, 7]",8,7,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,41,80439,21.16772605271388,['134'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
101061,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9390243902439024,0.5487804878048781,164,80108,22.2594855961173,"['128', '144']",2,1,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
101347,"[12, 11, 6, 13, 7, 5, 8]",13,5,9,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,82,80919,56.7726142775064,['146'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
101435,"[17, 15, 16, 18]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,82,80134,20.424778651846815,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
101545,"[3, 2, 4, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8292682926829268,0.5487804878048781,164,80216,4.18990540917288,['126'],1,0,1,0,0,male,2,2018-2019,0.0,0.0,23,38,14
101611,"[5, 8, 6, 7]",8,5,4,"[2015, 2016, 2017, 2018, 2019]",5,0.5121951219512195,0.5487804878048781,82,80224,7.040074186125589,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
101710,[16],16,16,1,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,82,80246,5.331326750563896,['110'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
101842,"[15, 3, 1, 2, 4]",15,1,15,"[2015, 2016, 2017, 2018, 2019]",5,0.823170731707317,0.5487804878048781,164,80238,7.13383819617446,['128'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,3,38,14
101897,"[7, 6, 11, 10]",11,6,6,"[2015, 2016, 2017, 2018, 2019]",5,0.6585365853658537,0.5487804878048781,164,80216,4.18990540917288,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
102095,"[18, 17, 2, 1]",18,1,18,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,82,80007,14.058374835469158,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
102238,"[15, 16]",16,15,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9817073170731707,0.5487804878048781,164,80202,0.41975542715115144,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
102315,"[13, 14]",14,13,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7804878048780488,0.5487804878048781,82,80228,8.595264794725352,['361'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
102403,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.6463414634146342,0.5487804878048781,164,80202,0.41975542715115144,['246'],1,0,0,1,0,male,2,2018-2019,0.0,1.0,23,38,14
102667,"[2, 4, 3, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,82,80107,36.241129551477755,['256'],1,0,0,1,0,male,2,2018-2019,0.0,1.0,23,38,14
102788,"[1, 4, 3, 2]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,82,80228,8.595264794725352,['116'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,1,38,14
102799,"[14, 12, 13, 15, 5, 3, 1, 8, 6, 7, 2, 4]",15,1,15,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,99,80015,15.03846554361427,"['374', '348', '350', '376']",4,1,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
103118,"[13, 14]",14,13,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,41,80111,10.996835490559503,['146'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
103690,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,82,80302,31.963969593706288,['148'],1,0,1,0,0,mostly_male,2,2018-2019,0.0,1.0,23,38,14
103723,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,82,80123,9.966794269339156,['102'],1,0,1,0,0,female,1,2018-2019,0.0,1.0,1,38,14
103734,"[3, 4, 2, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8536585365853658,0.5487804878048781,82,80109,31.485202911337495,['322'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
103789,"[15, 14, 17, 16]",17,14,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9878048780487805,0.5487804878048781,82,80237,9.129757048485972,['124'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
103800,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,82,80241,12.76289518329032,['379'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
103811,"[18, 17, 16, 15]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,164,80111,10.996835490559503,['116'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
103932,"[14, 13, 3, 4, 5, 6]",14,3,12,"[2015, 2016, 2017, 2018, 2019]",5,0.899390243902439,0.5487804878048781,328,80206,3.333055019510513,"['128', '134']",2,1,1,0,0,female,1,2018-2019,0.0,1.0,23,38,14
104372,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.6585365853658537,0.5487804878048781,164,80216,4.18990540917288,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
104460,"[4, 3]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,82,80209,3.0505548451860673,['104'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
104493,"[4, 3, 5, 2, 6, 1]",6,1,6,"[2015, 2016, 2017, 2018, 2019]",5,0.8170731707317073,0.5487804878048781,164,80401,10.78147262646119,['124'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
104526,"[6, 5]",6,5,2,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,369,80238,7.13383819617446,"['308', '336']",2,1,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
104603,"[4, 3]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7439024390243902,0.5487804878048781,82,80202,0.41975542715115144,['148'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
104900,"[9, 10, 8]",10,8,3,"[2015, 2016, 2017, 2019]",4,0.926829268292683,0.5487804878048781,41,80305,20.846660846024445,['375'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
105021,"[3, 4, 2, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9390243902439024,0.5487804878048781,82,80211,1.0182225067584003,['146'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
105131,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,82,80120,10.259521635132941,['379'],1,0,0,0,1,unknown,0,2018-2019,0.0,1.0,23,38,14
105406,"[4, 6, 5, 3]",6,3,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,82,80231,8.295430369119153,['128'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
105483,"[11, 12]",12,11,2,"[2015, 2016, 2019]",3,0.4695121951219512,0.5487804878048781,164,80129,14.398627110237644,['124'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
105571,"[7, 10, 8, 9]",10,7,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,82,80227,7.851124877617673,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
105593,"[20, 19, 23]",23,19,5,"[2015, 2016, 2017, 2018, 2019]",5,0.9441786283891547,0.5487804878048781,627,80129,14.398627110237644,"['110', '114', '342', '350', '304', '344', '374', '376']",8,1,1,0,1,male,2,2018-2019,0.0,1.0,23,38,14
105714,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,82,80443,58.73336459940047,['379'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
105736,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7012195121951219,0.5487804878048781,164,92707,11.042246228688796,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
105879,"[1, 2, 17, 16]",17,1,17,"[2015, 2016, 2017, 2018, 2019]",5,0.8414634146341463,0.5487804878048781,82,80403,15.958155559662064,['128'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
106000,"[15, 16]",16,15,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7317073170731707,0.5487804878048781,82,80237,9.129757048485972,['202'],1,0,0,1,0,male,2,2018-2019,0.0,1.0,23,38,14
106198,"[8, 7, 6, 5]",8,5,4,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,82,80228,8.595264794725352,['357'],1,0,0,0,1,mostly_male,2,2018-2019,0.0,1.0,23,38,14
106231,"[4, 6, 7, 3, 5, 8]",8,3,6,"[2015, 2016, 2017, 2018, 2019]",5,0.8719512195121951,0.5487804878048781,164,80011,11.666789861531875,['132'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
106352,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2019]",4,0.926829268292683,0.5487804878048781,82,80204,0.8884784617602121,['106'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
106495,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7926829268292683,0.5487804878048781,82,80123,9.966794269339156,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
106803,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8414634146341463,0.5487804878048781,164,80264,1.2943075268666744,['303'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
106869,"[4, 3]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7317073170731707,0.5487804878048781,82,80007,14.058374835469158,['144'],1,0,1,0,0,female,1,2018-2019,0.0,1.0,23,38,14
106979,"[4, 3, 6, 5]",6,3,4,"[2015, 2016, 2017, 2018, 2019]",5,0.6341463414634146,0.5487804878048781,164,80223,4.0704606158323955,['128'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
107023,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8588850174216028,0.5487804878048781,574,80237,9.129757048485972,"['110', '144']",2,1,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
107320,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,82,80021,12.027042541896941,['102'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
107397,"[26, 25, 6, 5]",26,5,22,"[2015, 2016, 2017, 2018, 2019]",5,0.8048780487804879,0.5487804878048781,41,81008,96.9589285514757,['148'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,1,38,14
107452,"[1, 3, 4, 2]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9146341463414634,0.5487804878048781,82,80228,8.595264794725352,['301'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
107540,"[16, 18, 17, 15]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,164,80123,9.966794269339156,"['112', '124']",2,1,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
107584,"[15, 2, 1, 16]",16,1,16,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,82,80123,9.966794269339156,['134'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
107837,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,82,80228,8.595264794725352,['148'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
107848,"[16, 15, 14, 13]",16,13,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8414634146341463,0.5487804878048781,164,80112,14.946578233208779,['102'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
107980,"[9, 10]",10,9,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,82,80401,10.78147262646119,['134'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
107991,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,164,80125,17.85028210134248,['148'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
108002,"[15, 17, 16, 18]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8536585365853658,0.5487804878048781,164,80011,11.666789861531875,['128'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
108167,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9146341463414634,0.5487804878048781,82,80123,9.966794269339156,['148'],1,0,1,0,0,unknown,0,2018-2019,0.0,1.0,23,38,14
108552,"[1, 2, 3, 4]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,82,80004,7.322651155569051,['316'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
108739,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.975609756097561,0.5487804878048781,82,80403,15.958155559662064,['140'],1,0,1,0,0,female,1,2018-2019,0.0,1.0,23,38,14
108805,"[15, 16, 17, 18]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,82,80525,53.22008325609625,['146'],1,0,1,0,0,female,1,2018-2019,0.0,0.0,23,38,14
108838,"[18, 17]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,82,80130,15.962594662769034,['302'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
108948,"[16, 18, 15, 17]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8536585365853658,0.5487804878048781,82,80403,15.958155559662064,"['140', '146']",2,1,1,0,0,male,2,2018-2019,0.0,1.0,1,38,14
108970,"[9, 8]",9,8,2,"[2015, 2016, 2017, 2018, 2019]",5,0.823170731707317,0.5487804878048781,164,80210,5.378061818205583,['104'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
109212,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8048780487804879,0.5487804878048781,123,80206,3.333055019510513,['320'],1,0,0,0,1,female,1,2018-2019,0.0,1.0,23,38,14
109278,"[15, 16]",16,15,2,"[2015, 2016, 2017, 2018, 2019]",5,0.5609756097560976,0.5487804878048781,82,80303,18.98757760594228,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
109344,"[11, 10, 5, 6, 8, 9, 7]",11,5,7,"[2015, 2016, 2017, 2018, 2019]",5,0.8536585365853658,0.5487804878048781,41,80439,21.16772605271388,['367'],1,0,0,0,1,female,1,2018-2019,0.0,1.0,23,38,14
109784,"[8, 7]",8,7,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8170731707317073,0.5487804878048781,82,80128,12.917206759291098,['367'],1,0,0,0,1,female,1,2018-2019,0.0,1.0,23,38,14
109938,"[1, 2, 4, 3]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.7804878048780488,0.5487804878048781,82,80104,32.883852710018104,['146'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
110015,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,0.875,0.5487804878048781,96,80214,3.3718645077645344,"['104', '110']",2,1,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
110081,"[9, 10]",10,9,2,"[2015, 2016, 2017, 2018, 2019]",5,0.6463414634146342,0.5487804878048781,82,80401,10.78147262646119,['341'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
110246,"[16, 15, 18, 17]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.6463414634146342,0.5487804878048781,82,80228,8.595264794725352,['313'],1,0,0,0,1,mostly_male,2,2018-2019,0.0,1.0,23,38,14
110345,"[9, 8, 10]",10,8,3,"[2015, 2016, 2017, 2018, 2019]",5,0.7073170731707317,0.5487804878048781,82,80116,35.04948890354035,['353'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
110389,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,82,80246,5.331326750563896,['343'],1,0,0,0,1,mostly_male,2,2018-2019,0.0,1.0,23,38,14
110455,"[18, 17]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7682926829268293,0.5487804878048781,164,80129,14.398627110237644,['319'],1,0,0,0,1,unknown,0,2018-2019,0.0,1.0,23,38,14
110510,"[11, 10, 9, 12]",12,9,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8536585365853658,0.5487804878048781,82,80124,15.927782685254456,['373'],1,0,0,0,1,female,1,2018-2019,0.0,1.0,23,38,14
110521,"[18, 17]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,82,80127,17.85028210134248,['341'],1,0,0,0,1,female,1,2018-2019,0.0,1.0,23,38,14
110532,"[15, 18, 17, 16]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,41,80129,14.398627110237644,['301'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
111027,"[16, 15, 17, 18]",18,15,4,"[2015, 2017, 2018, 2019]",4,0.9512195121951219,0.5487804878048781,164,80121,9.90099778112696,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
111060,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9207317073170732,0.5487804878048781,164,80209,3.0505548451860673,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
111291,"[4, 1, 2, 3]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,82,80221,4.920592092262844,"['311', '140']",2,1,1,0,1,male,2,2018-2019,0.0,1.0,23,38,14
111467,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.926829268292683,0.5487804878048781,41,80241,12.76289518329032,['136'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
111566,[13],13,13,1,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,164,80129,14.398627110237644,['375'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
111588,"[4, 3, 2, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8170731707317073,0.5487804878048781,164,80903,64.25672661387873,['146'],1,0,1,0,0,mostly_male,2,2018-2019,0.0,1.0,23,38,14
111841,"[16, 18, 15, 17]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,82,80026,19.34983728687784,['144'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,4,38,14
112050,"[10, 12, 13, 11]",13,10,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8292682926829268,0.5487804878048781,41,80221,4.920592092262844,['256'],1,0,0,1,0,female,1,2018-2019,0.0,1.0,23,38,14
112248,"[12, 11, 13, 14]",14,11,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9512195121951219,0.5487804878048781,82,80923,59.35138111212303,['246'],1,0,0,1,0,male,2,2018-2019,0.0,1.0,23,38,14
112259,"[16, 15]",16,15,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9390243902439024,0.5487804878048781,82,80209,3.0505548451860673,['367'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
112347,"[16, 15]",16,15,2,"[2015, 2016, 2017, 2018, 2019]",5,0.8780487804878049,0.5487804878048781,82,80234,11.129031370193102,['343'],1,0,0,0,1,mostly_male,2,2018-2019,0.0,1.0,23,38,14
112501,"[7, 8]",8,7,2,"[2015, 2016, 2017, 2018, 2019]",5,0.573170731707317,0.5487804878048781,82,80202,0.41975542715115144,['349'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
112556,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2019]",4,0.9878048780487805,0.5487804878048781,82,80121,9.90099778112696,['367'],1,0,0,0,1,unknown,0,2018-2019,0.0,1.0,23,38,14
112787,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,82,80111,10.996835490559503,['301'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
112919,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7439024390243902,0.5487804878048781,164,80202,0.41975542715115144,['134'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
113007,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7560975609756098,0.5487804878048781,82,80108,22.2594855961173,['342'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
113161,"[1, 2, 4, 3]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,0.8292682926829268,0.5487804878048781,82,80504,31.139411287968425,['361'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
113194,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7195121951219512,0.5487804878048781,82,80465,14.503304130354598,['124'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
113282,"[12, 11]",12,11,2,"[2015, 2016, 2017, 2019]",4,0.5365853658536586,0.5487804878048781,82,80202,0.41975542715115144,['126'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
113700,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9085365853658537,0.5487804878048781,164,80011,11.666789861531875,['254'],1,0,0,1,0,male,2,2018-2019,0.0,1.0,4,38,14
113920,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7560975609756098,0.5487804878048781,82,80005,9.195563944476039,['144'],1,0,1,0,0,female,1,2018-2019,0.0,1.0,23,38,14
113931,"[19, 20, 22, 21]",22,19,4,"[2015, 2016, 2017, 2018, 2019]",5,0.9024390243902439,0.5487804878048781,82,80016,17.5762661692004,['374'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
114327,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7804878048780488,0.5487804878048781,82,80004,7.322651155569051,['369'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
114404,"[7, 6]",7,6,2,"[2015, 2016, 2017, 2018, 2019]",5,0.2926829268292683,0.5487804878048781,82,80513,38.35017793829849,['351'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
114602,"[7, 6, 8, 5]",8,5,4,"[2015, 2016, 2017, 2018, 2019]",5,1.0,0.5487804878048781,41,80246,5.331326750563896,['138'],1,0,1,0,0,female,1,2018-2019,0.0,1.0,23,38,14
114756,"[4, 5]",5,4,2,"[2015, 2016, 2017, 2018, 2019]",5,0.7804878048780488,0.5487804878048781,164,80120,10.259521635132941,['226'],1,0,0,1,0,female,1,2018-2019,0.0,1.0,23,38,14
115218,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9390243902439024,0.5487804878048781,82,80013,14.067601845680528,['364'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,1,38,14
115240,[3],3,3,1,"[2015, 2016, 2017, 2018, 2019]",5,0.8841463414634146,0.5487804878048781,164,80202,0.41975542715115144,['140'],1,0,1,0,0,male,2,2018-2019,0.0,1.0,23,38,14
115471,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9695121951219512,0.5487804878048781,164,80227,7.851124877617673,['343'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
115493,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,0.9146341463414634,0.5487804878048781,82,80210,5.378061818205583,['333'],1,0,0,0,1,male,2,2018-2019,0.0,1.0,23,38,14
