attendance,club_level,contact_id,distance,gender_num,lower_level,multiple_sections,num_sections,num_years,number_seats,ot_losses,paid_in_full,performance,renewed,season_year,seat_end,seat_start,tenure,tix_num,upper_level,wins,percent_total_used,flash_profit_loss
0.8062015503875969,0,100313,2.1536172516902488,2,1,1,2,2,2,4,0.0,0.5,0.0,2015-2016,10,9,20.0,258,0,39,0.848837209,0.0
0.8062015503875969,0,100313,2.1536172516902488,2,1,1,2,2,2,4,0.0,0.5,0.0,2015-2016,10,9,20.0,258,0,39,0.80620155,0.0
0.8062015503875969,0,100313,2.1536172516902488,2,1,1,2,2,2,4,0.0,0.5,0.0,2015-2016,10,9,20.0,258,0,39,0.727272727,0.0
0.8062015503875969,0,100313,2.1536172516902488,2,1,1,2,2,2,4,0.0,0.5,0.0,2015-2016,10,9,20.0,258,0,39,0.87755102,0.0
0.8062015503875969,0,100313,2.1536172516902488,2,1,1,2,2,2,4,0.0,0.5,0.0,2015-2016,10,9,20.0,258,0,39,0.8125,0.0
0.7723577235772358,0,100313,2.1536172516902488,2,1,1,2,5,4,4,0.0,0.2926829268292683,1.0,2016-2017,14,11,21.0,246,0,22,0.848837209,0.0
0.7723577235772358,0,100313,2.1536172516902488,2,1,1,2,5,4,4,0.0,0.2926829268292683,1.0,2016-2017,14,11,21.0,246,0,22,0.80620155,0.0
0.7723577235772358,0,100313,2.1536172516902488,2,1,1,2,5,4,4,0.0,0.2926829268292683,1.0,2016-2017,14,11,21.0,246,0,22,0.727272727,0.0
0.7723577235772358,0,100313,2.1536172516902488,2,1,1,2,5,4,4,0.0,0.2926829268292683,1.0,2016-2017,14,11,21.0,246,0,22,0.87755102,0.0
0.7723577235772358,0,100313,2.1536172516902488,2,1,1,2,5,4,4,0.0,0.2926829268292683,1.0,2016-2017,14,11,21.0,246,0,22,0.8125,0.0
0.9,0,100313,2.1536172516902488,2,1,0,1,5,2,9,0.0,0.5792682926829268,1.0,2017-2018,4,3,22.0,80,0,43,0.848837209,0.0
0.9,0,100313,2.1536172516902488,2,1,0,1,5,2,9,0.0,0.5792682926829268,1.0,2017-2018,4,3,22.0,80,0,43,0.80620155,0.0
0.9,0,100313,2.1536172516902488,2,1,0,1,5,2,9,0.0,0.5792682926829268,1.0,2017-2018,4,3,22.0,80,0,43,0.727272727,0.0
0.9,0,100313,2.1536172516902488,2,1,0,1,5,2,9,0.0,0.5792682926829268,1.0,2017-2018,4,3,22.0,80,0,43,0.87755102,0.0
0.9,0,100313,2.1536172516902488,2,1,0,1,5,2,9,0.0,0.5792682926829268,1.0,2017-2018,4,3,22.0,80,0,43,0.8125,0.0
0.8414634146341463,0,100313,2.1536172516902488,2,1,0,1,5,4,14,0.0,0.5487804878048781,1.0,2018-2019,10,7,23.0,82,0,38,0.848837209,0.0
0.8414634146341463,0,100313,2.1536172516902488,2,1,0,1,5,4,14,0.0,0.5487804878048781,1.0,2018-2019,10,7,23.0,82,0,38,0.80620155,0.0
0.8414634146341463,0,100313,2.1536172516902488,2,1,0,1,5,4,14,0.0,0.5487804878048781,1.0,2018-2019,10,7,23.0,82,0,38,0.727272727,0.0
0.8414634146341463,0,100313,2.1536172516902488,2,1,0,1,5,4,14,0.0,0.5487804878048781,1.0,2018-2019,10,7,23.0,82,0,38,0.87755102,0.0
0.8414634146341463,0,100313,2.1536172516902488,2,1,0,1,5,4,14,0.0,0.5487804878048781,1.0,2018-2019,10,7,23.0,82,0,38,0.8125,0.0
0.8837209302325582,0,100346,14.94657823320878,2,1,0,1,2,18,12,0.0,0.5487804878048781,1.0,2014-2015,18,1,19.0,43,0,39,0.88372093,0.0
0.8837209302325582,0,100346,14.94657823320878,2,1,0,1,2,18,12,0.0,0.5487804878048781,1.0,2014-2015,18,1,19.0,43,0,39,0.88372093,0.0
0.8837209302325582,0,100346,14.94657823320878,2,1,0,1,2,18,12,0.0,0.5487804878048781,1.0,2014-2015,18,1,19.0,43,0,39,0.727272727,0.0
0.8837209302325582,0,100346,14.94657823320878,2,1,0,1,4,1,4,0.0,0.5,0.0,2015-2016,10,10,20.0,43,0,39,0.88372093,0.0
0.8837209302325582,0,100346,14.94657823320878,2,1,0,1,4,1,4,0.0,0.5,0.0,2015-2016,10,10,20.0,43,0,39,0.88372093,0.0
0.8837209302325582,0,100346,14.94657823320878,2,1,0,1,4,1,4,0.0,0.5,0.0,2015-2016,10,10,20.0,43,0,39,0.727272727,0.0
0.7560975609756098,0,100346,14.94657823320878,2,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,22,21,21.0,41,0,22,0.88372093,0.0
0.7560975609756098,0,100346,14.94657823320878,2,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,22,21,21.0,41,0,22,0.88372093,0.0
0.7560975609756098,0,100346,14.94657823320878,2,1,0,1,5,2,4,1.0,0.2926829268292683,1.0,2016-2017,22,21,21.0,41,0,22,0.727272727,0.0
0.0,0,100390,5.378061818205583,1,1,0,1,5,2,12,1.0,0.5487804878048781,1.0,2014-2015,4,3,19.0,172,0,39,0.023255814,-0.009481216
0.0,0,100390,5.378061818205583,1,1,0,1,5,2,12,1.0,0.5487804878048781,1.0,2014-2015,4,3,19.0,172,0,39,0.395348837,-0.033273702999999995
0.0,0,100390,5.378061818205583,1,1,0,1,5,2,12,1.0,0.5487804878048781,1.0,2014-2015,4,3,19.0,172,0,39,0.75,-0.076223776
0.0,0,100390,5.378061818205583,1,1,0,1,5,2,12,1.0,0.5487804878048781,1.0,2014-2015,4,3,19.0,172,0,39,0.695652174,-0.02458194
0.0,0,100390,5.378061818205583,1,1,0,1,5,2,12,1.0,0.5487804878048781,1.0,2014-2015,4,3,19.0,172,0,39,0.8068,-0.0153
0.32558139534883723,0,100390,5.378061818205583,1,1,0,1,3,2,4,0.0,0.5,1.0,2015-2016,16,15,20.0,172,0,39,0.023255814,-0.009481216
0.32558139534883723,0,100390,5.378061818205583,1,1,0,1,3,2,4,0.0,0.5,1.0,2015-2016,16,15,20.0,172,0,39,0.395348837,-0.033273702999999995
0.32558139534883723,0,100390,5.378061818205583,1,1,0,1,3,2,4,0.0,0.5,1.0,2015-2016,16,15,20.0,172,0,39,0.75,-0.076223776
