contact_id,seats,seat_end,seat_start,number_seats,years,num_years,renewed,attendance,performance,tix_num,zip,distance,section,num_sections,multiple_sections,lower_level,club_level,upper_level,gender,gender_num,season_year,paid_in_full,tenure,wins,ot_losses
103734,"[3, 4]",4,3,2,"[2015, 2016, 2017]",3,0,0.5365853658536586,0.2926829268292683,82,80109,31.485202911337495,['362'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
103789,"[6, 5]",6,5,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8536585365853658,0.2926829268292683,82,80237,9.129757048485972,['126'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
103800,"[1, 2, 3, 4]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8414634146341463,0.2926829268292683,82,80241,12.76289518329032,['339'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
103811,"[13, 14]",14,13,2,"[2015, 2016, 2017]",3,0,0.8902439024390244,0.2926829268292683,164,80111,10.996835490559503,['116'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
103932,"[15, 16, 17, 14]",17,14,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8719512195121951,0.2926829268292683,328,80206,3.333055019510513,"['128', '134']",2,1,1,0,0,female,1,2016-2017,1.0,21,22,4
104119,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8658536585365854,0.2926829268292683,82,80215,5.481319496835096,['146'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
104372,"[19, 18]",19,18,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6829268292682927,0.2926829268292683,164,80216,4.18990540917288,['126'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
104460,"[14, 13]",14,13,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6463414634146342,0.2926829268292683,82,80209,3.0505548451860673,['104'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
104493,"[2, 1]",2,1,2,"[2015, 2016, 2017]",3,0,0.8597560975609756,0.2926829268292683,164,80401,10.78147262646119,['124'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
104526,"[18, 17]",18,17,2,"[2015, 2016, 2017]",3,0,0.9414634146341463,0.2926829268292683,410,80238,7.13383819617446,"['122', '308', '336']",3,1,1,0,1,male,2,2016-2017,0.0,21,22,4
104548,"[13, 11, 12, 10]",13,10,4,"[2015, 2016, 2017]",3,0,0.6341463414634146,0.2926829268292683,41,80202,0.41975542715115144,['144'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
104603,"[1, 2]",2,1,2,"[2015, 2016, 2017]",3,0,0.6829268292682927,0.2926829268292683,82,80202,0.41975542715115144,['148'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
104658,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8414634146341463,0.2926829268292683,164,80112,14.946578233208779,['136'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
104900,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7804878048780488,0.2926829268292683,41,80305,20.846660846024445,['373'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
104966,"[3, 4]",4,3,2,"[2015, 2016, 2017]",3,0,0.8780487804878049,0.2926829268292683,82,80226,5.133145076472918,['124'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
105021,"[7, 3, 6, 5, 4]",7,3,5,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7195121951219512,0.2926829268292683,82,80211,1.0182225067584003,['146'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
105131,"[8, 7]",8,7,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8048780487804879,0.2926829268292683,82,80120,10.259521635132941,['379'],1,0,0,0,1,unknown,0,2016-2017,0.0,21,22,4
105285,"[4, 3]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8536585365853658,0.2926829268292683,82,80112,14.946578233208779,['148'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
105340,"[9, 10]",10,9,2,"[2015, 2016, 2017, 2019]",4,0,0.9146341463414634,0.2926829268292683,82,80222,6.828016439908511,['102'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
105406,"[2, 4, 3, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8292682926829268,0.2926829268292683,82,80231,8.295430369119153,['128'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
105483,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6036585365853658,0.2926829268292683,164,80129,14.398627110237644,['124'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
105571,"[4, 3, 5, 6]",6,3,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8048780487804879,0.2926829268292683,82,80227,7.851124877617673,['126'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
105593,"[8, 9, 7, 10]",10,7,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9645232815964523,0.2926829268292683,451,80129,14.398627110237644,"['116', '112']",2,1,1,0,0,male,2,2016-2017,0.0,21,22,4
105714,"[20, 19]",20,19,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6341463414634146,0.2926829268292683,82,80443,58.73336459940047,['379'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
105736,"[18, 17]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.31097560975609756,0.2926829268292683,164,92707,11.042246228688796,['126'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
105835,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9390243902439024,0.2926829268292683,82,80206,3.333055019510513,['341'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
105879,"[7, 8, 16, 17]",17,7,11,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6463414634146342,0.2926829268292683,82,80403,15.958155559662064,['128'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
105945,"[4, 3]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.975609756097561,0.2926829268292683,82,80220,5.361284577121255,['102'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
106000,"[7, 8, 5, 6]",8,5,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8658536585365854,0.2926829268292683,82,80237,9.129757048485972,['148'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
106198,"[9, 10, 8, 11, 13, 12]",13,8,6,"[2015, 2016, 2017, 2018, 2019]",5,1,0.926829268292683,0.2926829268292683,82,80228,8.595264794725352,['357'],1,0,0,0,1,mostly_male,2,2016-2017,0.0,21,22,4
106231,"[5, 3, 4, 6]",6,3,4,"[2015, 2016, 2017]",3,0,0.8475609756097561,0.2926829268292683,164,80011,11.666789861531875,['132'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
106352,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2019]",4,0,0.8780487804878049,0.2926829268292683,82,80204,0.8884784617602121,['128'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
106495,"[19, 18, 17, 20]",20,17,4,"[2015, 2016, 2017]",3,0,0.6524390243902439,0.2926829268292683,164,80123,9.966794269339156,['126'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
106803,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.75,0.2926829268292683,164,80264,1.2943075268666744,['303'],1,0,0,0,1,male,2,2016-2017,1.0,21,22,4
106847,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9024390243902439,0.2926829268292683,82,80233,11.042246228688796,['343'],1,0,0,0,1,female,1,2016-2017,0.0,21,22,4
106869,"[3, 6, 5, 4]",6,3,4,"[2015, 2016, 2017]",3,0,0.3048780487804878,0.2926829268292683,82,80007,14.058374835469158,['144'],1,0,1,0,0,female,1,2016-2017,0.0,21,22,4
106913,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7317073170731707,0.2926829268292683,82,80004,7.322651155569051,['363'],1,0,0,0,1,female,1,2016-2017,0.0,21,22,4
106979,"[1, 2]",2,1,2,"[2015, 2016, 2017]",3,0,0.6158536585365854,0.2926829268292683,164,80223,4.0704606158323955,['128'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
107023,"[3, 5, 4, 6]",6,3,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7822299651567944,0.2926829268292683,574,80237,9.129757048485972,"['110', '144']",2,1,1,0,0,male,2,2016-2017,0.0,21,22,4
107045,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7317073170731707,0.2926829268292683,82,80015,15.03846554361427,['126'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
107276,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6097560975609756,0.2926829268292683,82,80216,4.18990540917288,['146'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
107320,"[25, 26]",26,25,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9878048780487805,0.2926829268292683,82,80021,12.027042541896941,['102'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
107397,"[13, 16, 14, 15]",16,13,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9146341463414634,0.2926829268292683,82,81008,96.9589285514757,['148'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
107452,"[15, 18, 16, 17]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8048780487804879,0.2926829268292683,82,80228,8.595264794725352,['301'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
107474,"[2, 1]",2,1,2,"[2015, 2016, 2017]",3,0,0.5121951219512195,0.2926829268292683,82,80439,21.16772605271388,['132'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
107540,"[15, 16, 1, 2]",16,1,16,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8902439024390244,0.2926829268292683,246,80123,9.966794269339156,"['112', '122', '124']",3,1,1,0,0,male,2,2016-2017,0.0,21,22,4
107584,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9146341463414634,0.2926829268292683,82,80123,9.966794269339156,['134'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
107617,"[13, 15, 16, 14]",16,13,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8292682926829268,0.2926829268292683,82,80123,9.966794269339156,['367'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
107749,"[4, 2, 3, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.524390243902439,0.2926829268292683,164,80202,0.41975542715115144,['148'],1,0,1,0,0,female,1,2016-2017,0.0,21,22,4
107837,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7560975609756098,0.2926829268292683,82,80228,8.595264794725352,['148'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
107848,"[4, 3]",4,3,2,"[2015, 2016, 2017]",3,0,0.7621951219512195,0.2926829268292683,164,80112,14.946578233208779,['102'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
107936,"[15, 18, 17, 16]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9024390243902439,0.2926829268292683,41,80001,11.042246228688796,['301'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
107980,"[1, 2]",2,1,2,"[2015, 2016, 2017]",3,0,0.9024390243902439,0.2926829268292683,82,80401,10.78147262646119,['134'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
107991,"[13, 14]",14,13,2,"[2015, 2016, 2017]",3,0,0.8475609756097561,0.2926829268292683,164,80125,17.85028210134248,['102'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
108002,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7926829268292683,0.2926829268292683,164,80011,11.666789861531875,['128'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
108167,"[1, 3, 2, 4]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8658536585365854,0.2926829268292683,82,80123,9.966794269339156,['148'],1,0,1,0,0,unknown,0,2016-2017,0.0,21,22,4
108365,"[1, 2, 3, 4]",4,1,4,"[2015, 2016, 2017]",3,0,0.8536585365853658,0.2926829268292683,82,80107,36.241129551477755,['342'],1,0,0,0,1,male,2,2016-2017,1.0,21,22,4
108552,"[8, 5, 6, 7]",8,5,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9024390243902439,0.2926829268292683,82,80004,7.322651155569051,['364'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
108629,"[17, 18, 15, 16]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9024390243902439,0.2926829268292683,328,80020,12.428208615782568,['104'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
108739,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8841463414634146,0.2926829268292683,164,80403,15.958155559662064,['140'],1,0,1,0,0,female,1,2016-2017,0.0,21,22,4
108761,"[16, 17, 18, 15]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.4268292682926829,0.2926829268292683,82,80015,15.03846554361427,['350'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
108805,"[9, 10]",10,9,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8292682926829268,0.2926829268292683,82,80525,53.22008325609625,['146'],1,0,1,0,0,female,1,2016-2017,1.0,21,22,4
108838,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7682926829268293,0.2926829268292683,82,80130,15.962594662769034,['342'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
108948,"[15, 16]",16,15,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8902439024390244,0.2926829268292683,82,80403,15.958155559662064,['140'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
108970,"[13, 14]",14,13,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6146341463414634,0.2926829268292683,205,80210,5.378061818205583,['106'],1,0,1,0,0,male,2,2016-2017,1.0,21,22,4
109212,"[13, 12]",13,12,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9024390243902439,0.2926829268292683,82,80206,3.333055019510513,['320'],1,0,0,0,1,female,1,2016-2017,0.0,21,22,4
109278,"[1, 2, 4, 3]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.4878048780487805,0.2926829268292683,82,80303,18.98757760594228,['126'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
109344,[9],9,9,1,"[2015, 2016, 2017]",3,0,0.7804878048780488,0.2926829268292683,82,80439,21.16772605271388,['367'],1,0,0,0,1,female,1,2016-2017,0.0,21,22,4
109608,"[10, 7, 8, 9]",10,7,4,"[2015, 2016, 2017, 2018]",4,1,0.975609756097561,0.2926829268292683,82,80439,21.16772605271388,['146'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
109784,"[18, 17]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8292682926829268,0.2926829268292683,82,80128,12.917206759291098,['367'],1,0,0,0,1,female,1,2016-2017,0.0,21,22,4
109938,"[9, 10]",10,9,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6951219512195121,0.2926829268292683,82,80104,32.883852710018104,['146'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
110015,"[17, 18, 16, 15]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.975609756097561,0.2926829268292683,82,80214,3.3718645077645344,['104'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
110081,"[12, 13, 11]",13,11,3,"[2015, 2016, 2017, 2018, 2019]",5,1,0.2865853658536585,0.2926829268292683,164,80401,10.78147262646119,"['341', '344']",2,1,0,0,1,male,2,2016-2017,0.0,21,22,4
110246,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.2682926829268293,0.2926829268292683,82,80228,8.595264794725352,['313'],1,0,0,0,1,mostly_male,2,2016-2017,0.0,21,22,4
110345,"[17, 18]",18,17,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.7804878048780488,0.2926829268292683,82,80116,35.04948890354035,['353'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
110389,"[12, 10, 9, 11]",12,9,4,"[2015, 2016, 2017, 2018, 2019]",5,1,1.0,0.2926829268292683,82,80246,5.331326750563896,['343'],1,0,0,0,1,mostly_male,2,2016-2017,0.0,21,22,4
110455,"[18, 17, 15, 16]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.47560975609756095,0.2926829268292683,164,80129,14.398627110237644,['319'],1,0,0,0,1,unknown,0,2016-2017,0.0,21,22,4
110510,[18],18,18,1,"[2015, 2017]",2,0,0.8658536585365854,0.2926829268292683,82,80124,15.927782685254456,['373'],1,0,0,0,1,female,1,2016-2017,1.0,21,22,4
110521,"[11, 12]",12,11,2,"[2015, 2016, 2017, 2018]",4,1,0.926829268292683,0.2926829268292683,82,80127,17.85028210134248,['341'],1,0,0,0,1,female,1,2016-2017,1.0,21,22,4
110532,"[1, 2]",2,1,2,"[2015, 2016, 2017]",3,0,0.926829268292683,0.2926829268292683,41,80129,14.398627110237644,['301'],1,0,0,0,1,male,2,2016-2017,0.0,21,22,4
110598,"[2, 1]",2,1,2,"[2015, 2016, 2017]",3,0,0.9634146341463414,0.2926829268292683,82,80020,12.428208615782568,['324'],1,0,0,0,1,male,2,2016-2017,0.0,1,22,4
111016,"[18, 16, 15, 17]",18,15,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8170731707317073,0.2926829268292683,164,80020,12.428208615782568,['146'],1,0,1,0,0,male,2,2016-2017,0.0,21,22,4
