id,seats,seat_end,seat_start,number_seats,years,num_years,renewed,attendance,performance,tix_num,zip,distance,sections,num_sections,multiple_sections,lower_level,club_level,upper_level,gender,gender_num,date
9239498,"[2, 1]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8604651162790697,0.5,86,80921,51.97091242945378,['104'],1,0,1,0,0,male,2,2016
19454071,"[6, 7, 8]",8,6,3,"[2015, 2016, 2017, 2018, 2019]",5,1,0.4186046511627907,0.5,86,80206,3.333055019510513,['102'],1,0,1,0,0,female,1,2016
1740091,"[9, 10, 7, 8, 18, 17]",18,7,12,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6124031007751938,0.5,129,80016,17.5762661692004,['104'],1,0,1,0,0,male,2,2016
18094028,"[17, 2, 18, 1]",18,1,18,"[2015, 2016]",2,0,0.3488372093023256,0.5,172,58703,11.042246228688796,['102' '104'],2,1,1,0,0,male,2,2016
100313,"[4, 3, 1, 2]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8062015503875969,0.5,258,80205,2.1536172516902488,['102' '146'],2,1,1,0,0,mostly_male,2,2016
21067860,"[10, 9]",10,9,2,"[2015, 2016]",2,0,0.937984496124031,0.5,129,80603,20.55481650075186,['106'],1,0,1,0,0,male,2,2016
141112,[10],10,10,1,"[2015, 2016, 2018, 2019]",4,0,0.29069767441860467,0.5,172,80227,7.851124877617673,['116'],1,0,1,0,0,female,1,2016
21075711,"[15, 16]",16,15,2,"[2015, 2016, 2017]",3,1,0.3953488372093023,0.5,86,80465,14.503304130354598,['116'],1,0,1,0,0,male,2,2016
1793104,"[9, 10]",10,9,2,"[2015, 2016]",2,0,0.3953488372093023,0.5,86,33913,11.042246228688796,['116'],1,0,1,0,0,male,2,2016
131850,"[4, 3, 2, 1]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.872093023255814,0.5,172,80203,1.9598825651602167,['110' '367'],2,1,1,0,1,unknown,0,2016
9182719,"[3, 4]",4,3,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9612403100775194,0.5,129,87199,11.042246228688796,['110'],1,0,1,0,0,male,2,2016
4759415,"[13, 14]",14,13,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.6511627906976745,0.5,43,80212,2.689336784082861,['102'],1,0,1,0,0,male,2,2016
8076174,"[1, 2, 4, 3]",4,1,4,"[2015, 2016, 2017, 2018, 2019]",5,1,0.5116279069767442,0.5,86,80017,12.58718789754235,['104'],1,0,1,0,0,female,1,2016
8239001,[4],4,4,1,"[2015, 2016, 2017, 2018, 2019]",5,1,0.627906976744186,0.5,86,80206,3.333055019510513,['102'],1,0,1,0,0,female,1,2016
125415,"[15, 16]",16,15,2,"[2015, 2016, 2017, 2019]",4,1,0.9244186046511628,0.5,172,80007,14.058374835469158,['102'],1,0,1,0,0,male,2,2016
2301069,"[12, 11, 10, 9]",12,9,4,"[2015, 2016, 2017]",3,1,0.8284883720930233,0.5,344,28255,11.042246228688796,['102' '122'],2,1,1,0,0,mostly_female,1,2016
258376,"[6, 3, 4, 5, 15, 16, 13, 14]",16,3,14,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8488372093023255,0.5,86,80204,0.8884784617602121,['102'],1,0,1,0,0,male,2,2016
105945,"[7, 8]",8,7,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.9418604651162791,0.5,86,80220,5.361284577121255,['102'],1,0,1,0,0,male,2,2016
134721,"[18, 17]",18,17,2,"[2015, 2016, 2017]",3,1,0.8023255813953488,0.5,86,80223,4.0704606158323955,['102'],1,0,1,0,0,female,1,2016
9257996,"[1, 2]",2,1,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.47674418604651164,0.5,86,80621,26.630174459325882,['102'],1,0,1,0,0,female,1,2016
356741,"[13, 14]",14,13,2,"[2015, 2016, 2017]",3,1,0.6162790697674418,0.5,86,80129,14.398627110237644,['106'],1,0,1,0,0,male,2,2016
133896,"[14, 15]",15,14,2,"[2015, 2016, 2017, 2018]",4,1,0.8023255813953488,0.5,86,80215,5.481319496835096,['114'],1,0,1,0,0,female,1,2016
108970,"[15, 16]",16,15,2,"[2015, 2016, 2017]",3,1,0.641860465116279,0.5,215,80210,5.378061818205583,['106'],1,0,1,0,0,male,2,2016
1689855,"[11, 12]",12,11,2,"[2015, 2016, 2017, 2018, 2019]",5,1,0.8953488372093024,0.5,172,80112,14.946578233208779,['116'],1,0,1,0,0,female,1,2016
1659086,"[21, 17, 19, 20, 18]",21,17,5,"[2015, 2016, 2017, 2018, 2019]",5,1,0.47674418604651164,0.5,172,80111,10.996835490559503,['116' '322'],2,1,1,0,1,male,2,2016
